event_id,user_id,event_time,event_type,channel,product_id
31170,4505,2024-01-02 09:00:00,register,app,
49812,7171,2024-01-02 11:00:00,register,app,
74269,10688,2024-01-02 11:00:00,register,app,
26187,3783,2024-01-02 11:00:00,register,app,
42053,6078,2024-01-02 11:00:00,app_visit,app,
24134,3478,2024-01-02 11:00:00,register,app,
59503,8563,2024-01-02 12:00:00,register,app,
16341,2350,2024-01-02 12:00:00,app_visit,app,
32942,4763,2024-01-02 13:00:00,register,app,
65537,9404,2024-01-02 14:00:00,register,app,
75410,10849,2024-01-02 14:00:00,register,app,
8676,1234,2024-01-02 16:00:00,register,app,
73214,10526,2024-01-02 16:00:00,register,app,
50544,7271,2024-01-02 17:00:00,register,app,
81227,11705,2024-01-02 17:00:00,register,app,
18855,2692,2024-01-02 17:00:00,register,app,
22427,3236,2024-01-02 17:00:00,register,app,
64249,9222,2024-01-02 17:00:00,register,app,
16339,2350,2024-01-02 18:00:00,register,app,
82805,11933,2024-01-02 19:00:00,register,app,
19540,2791,2024-01-02 19:00:00,register,app,
30850,4457,2024-01-02 20:00:00,register,app,
79446,11437,2024-01-02 21:00:00,app_visit,app,
45691,6586,2024-01-02 21:00:00,register,app,
79447,11437,2024-01-02 21:05:00,content_view,app,4
66219,9492,2024-01-02 22:00:00,register,app,
35567,5161,2024-01-02 22:00:00,register,app,
66765,9581,2024-01-03 07:00:00,register,app,
74231,10682,2024-01-03 07:00:00,register,app,
42151,6090,2024-01-03 08:00:00,app_visit,app,
75852,10910,2024-01-03 08:00:00,app_visit,app,
20843,3000,2024-01-03 09:00:00,register,app,
21293,3070,2024-01-03 09:00:00,register,app,
25205,3636,2024-01-03 10:00:00,account_open,app,
42781,6179,2024-01-03 10:00:00,register,app,
16970,2445,2024-01-03 10:00:00,register,app,
80813,11638,2024-01-03 10:00:00,account_open,app,
26803,3865,2024-01-03 11:00:00,register,app,
18742,2680,2024-01-03 11:00:00,register,app,
51659,7434,2024-01-03 12:00:00,register,app,
48132,6930,2024-01-03 12:00:00,register,app,
1889,280,2024-01-03 12:00:00,register,app,
9015,1294,2024-01-03 13:00:00,register,app,
53810,7743,2024-01-03 13:00:00,register,app,
61777,8883,2024-01-03 14:00:00,register,app,
63499,9120,2024-01-03 15:00:00,register,app,
45416,6549,2024-01-03 15:00:00,register,app,
37405,5416,2024-01-03 16:00:00,register,app,
52809,7605,2024-01-03 16:00:00,register,app,
42687,6170,2024-01-03 16:00:00,app_visit,app,
39832,5747,2024-01-03 17:00:00,register,app,
62265,8954,2024-01-03 18:00:00,register,app,
59882,8613,2024-01-03 18:00:00,app_visit,app,
69863,10021,2024-01-03 18:00:00,register,app,
59883,8613,2024-01-03 18:16:00,content_view,app,4
65898,9453,2024-01-03 19:00:00,register,app,
53826,7746,2024-01-03 20:00:00,app_visit,app,
21911,3159,2024-01-03 21:00:00,register,app,
50321,7242,2024-01-03 21:00:00,register,app,
53906,7757,2024-01-03 22:00:00,register,app,
81679,11763,2024-01-03 22:00:00,register,app,
33832,4897,2024-01-03 22:00:00,register,app,
42136,6088,2024-01-03 22:00:00,register,app,
83146,11982,2024-01-04 07:00:00,register,app,
23601,3413,2024-01-04 07:00:00,register,app,
74233,10682,2024-01-04 07:00:00,app_visit,app,
78888,11354,2024-01-04 07:00:00,register,app,
36783,5334,2024-01-04 08:00:00,register,app,
32103,4642,2024-01-04 08:00:00,register,app,
65538,9404,2024-01-04 10:00:00,account_open,app,
79445,11437,2024-01-04 10:00:00,account_open,app,
71055,10203,2024-01-04 10:00:00,register,app,
40097,5786,2024-01-04 10:00:00,register,app,
51378,7387,2024-01-04 10:00:00,register,app,
61646,8856,2024-01-04 11:00:00,app_visit,app,
39468,5701,2024-01-04 11:00:00,register,app,
58166,8362,2024-01-04 11:00:00,register,app,
42152,6090,2024-01-04 11:00:00,app_visit,app,
76406,10984,2024-01-04 11:00:00,register,app,
61647,8856,2024-01-04 11:01:00,content_view,app,2
12224,1755,2024-01-04 12:00:00,app_visit,app,
1773,261,2024-01-04 13:00:00,register,app,
34849,5056,2024-01-04 13:00:00,register,app,
68127,9772,2024-01-04 14:00:00,register,app,
81794,11780,2024-01-04 14:00:00,register,app,
44725,6457,2024-01-04 14:00:00,register,app,
62765,9026,2024-01-04 14:00:00,app_visit,app,
60724,8731,2024-01-04 14:00:00,register,app,
20959,3016,2024-01-04 14:00:00,register,app,
62766,9026,2024-01-04 14:03:00,content_view,app,4
62767,9026,2024-01-04 14:38:00,product_detail,app,4
12465,1787,2024-01-04 15:00:00,register,app,
56380,8105,2024-01-04 15:00:00,register,app,
18000,2580,2024-01-04 16:00:00,register,app,
48512,6983,2024-01-04 17:00:00,register,app,
66297,9507,2024-01-04 17:00:00,register,app,
2837,398,2024-01-04 17:00:00,register,app,
8803,1254,2024-01-04 17:00:00,register,app,
18187,2606,2024-01-04 18:00:00,register,app,
81865,11793,2024-01-04 18:00:00,register,app,
29640,4285,2024-01-04 19:00:00,register,app,
42054,6078,2024-01-04 20:00:00,app_visit,app,
44273,6391,2024-01-04 21:00:00,register,app,
46755,6737,2024-01-04 21:00:00,register,app,
35941,5211,2024-01-04 21:00:00,register,app,
77944,11204,2024-01-04 21:00:00,register,app,
33509,4847,2024-01-04 21:00:00,register,app,
69864,10021,2024-01-04 22:00:00,app_visit,app,
13903,2010,2024-01-04 22:00:00,register,app,
66429,9526,2024-01-05 07:00:00,register,app,
73392,10564,2024-01-05 07:00:00,register,app,
28015,4043,2024-01-05 08:00:00,register,app,
54786,7879,2024-01-05 08:00:00,register,app,
77379,11117,2024-01-05 08:00:00,register,app,
33510,4847,2024-01-05 08:00:00,app_visit,app,
6600,945,2024-01-05 08:00:00,register,app,
81866,11793,2024-01-05 09:00:00,app_visit,app,
42052,6078,2024-01-05 10:00:00,account_open,app,
24831,3589,2024-01-05 10:00:00,register,app,
64250,9222,2024-01-05 10:00:00,account_open,app,
7913,1131,2024-01-05 10:00:00,register,app,
45417,6549,2024-01-05 10:00:00,account_open,app,
21912,3159,2024-01-05 10:00:00,account_open,app,
70477,10113,2024-01-05 11:00:00,register,app,
45128,6514,2024-01-05 11:00:00,register,app,
40385,5829,2024-01-05 11:00:00,register,app,
57783,8314,2024-01-05 11:00:00,register,app,
55086,7923,2024-01-05 11:00:00,register,app,
34674,5025,2024-01-05 13:00:00,app_visit,app,
59504,8563,2024-01-05 13:00:00,app_visit,app,
59505,8563,2024-01-05 13:07:00,content_view,app,8
34675,5025,2024-01-05 13:10:00,content_view,app,7
59506,8563,2024-01-05 13:49:00,product_detail,app,8
5329,765,2024-01-05 14:00:00,register,app,
65869,9447,2024-01-05 15:00:00,register,app,
32943,4763,2024-01-05 15:00:00,app_visit,app,
281,41,2024-01-05 15:00:00,register,app,
32944,4763,2024-01-05 15:15:00,content_view,app,6
32945,4763,2024-01-05 15:46:00,product_detail,app,6
59440,8554,2024-01-05 16:00:00,register,app,
34447,4990,2024-01-05 16:00:00,register,app,
12473,1788,2024-01-05 17:00:00,register,app,
7439,1065,2024-01-05 17:00:00,register,app,
4075,594,2024-01-05 18:00:00,app_visit,app,
4076,594,2024-01-05 18:08:00,content_view,app,3
4077,594,2024-01-05 18:35:00,product_detail,app,3
54514,7840,2024-01-05 19:00:00,register,app,
21782,3142,2024-01-05 19:00:00,register,app,
34673,5025,2024-01-05 20:00:00,register,app,
29642,4285,2024-01-05 20:00:00,app_visit,app,
37407,5416,2024-01-05 20:00:00,app_visit,app,
58831,8460,2024-01-05 20:00:00,register,app,
81341,11723,2024-01-05 20:00:00,register,app,
79292,11409,2024-01-05 20:00:00,register,app,
29673,4289,2024-01-05 20:00:00,register,app,
19873,2844,2024-01-05 21:00:00,register,app,
82787,11927,2024-01-05 22:00:00,register,app,
58152,8358,2024-01-05 22:00:00,register,app,
39470,5701,2024-01-05 22:00:00,app_visit,app,
37109,5375,2024-01-06 07:00:00,register,app,
46135,6650,2024-01-06 08:00:00,register,app,
1891,280,2024-01-06 08:00:00,app_visit,app,
24500,3535,2024-01-06 08:00:00,register,app,
66561,9544,2024-01-06 09:00:00,register,app,
7915,1131,2024-01-06 09:00:00,app_visit,app,
44143,6373,2024-01-06 09:00:00,register,app,
4994,718,2024-01-06 09:00:00,register,app,
46142,6652,2024-01-06 10:00:00,register,app,
8804,1254,2024-01-06 10:00:00,account_open,app,
4074,594,2024-01-06 10:00:00,account_open,app,
8677,1234,2024-01-06 10:00:00,account_open,app,
62764,9026,2024-01-06 10:00:00,account_open,app,
51379,7387,2024-01-06 10:00:00,account_open,app,
39469,5701,2024-01-06 10:00:00,account_open,app,
18188,2606,2024-01-06 10:00:00,account_open,app,
66220,9492,2024-01-06 10:00:00,account_open,app,
42782,6179,2024-01-06 10:00:00,account_open,app,
59441,8554,2024-01-06 11:00:00,app_visit,app,
66971,9611,2024-01-06 11:00:00,register,app,
40475,5841,2024-01-06 11:00:00,register,app,
67833,9731,2024-01-06 12:00:00,app_visit,app,
25703,3708,2024-01-06 12:00:00,register,app,
57784,8314,2024-01-06 12:00:00,app_visit,app,
67834,9731,2024-01-06 12:18:00,content_view,app,3
67835,9731,2024-01-06 12:45:00,product_detail,app,3
36879,5348,2024-01-06 13:00:00,register,app,
8893,1272,2024-01-06 14:00:00,register,app,
58275,8378,2024-01-06 14:00:00,register,app,
13498,1947,2024-01-06 14:00:00,register,app,
53811,7743,2024-01-06 14:00:00,app_visit,app,
33702,4880,2024-01-06 14:00:00,register,app,
53812,7743,2024-01-06 14:13:00,content_view,app,6
66196,9487,2024-01-06 15:00:00,register,app,
12466,1787,2024-01-06 16:00:00,app_visit,app,
58197,8366,2024-01-06 16:00:00,register,app,
12467,1787,2024-01-06 16:02:00,content_view,app,1
75345,10839,2024-01-06 17:00:00,register,app,
61606,8847,2024-01-06 17:00:00,register,app,
70974,10193,2024-01-06 18:00:00,register,app,
34850,5056,2024-01-06 18:00:00,app_visit,app,
1040,149,2024-01-06 18:00:00,register,app,
31013,4480,2024-01-06 18:00:00,register,app,
11133,1598,2024-01-06 19:00:00,register,app,
75721,10892,2024-01-06 20:00:00,register,app,
7441,1065,2024-01-06 20:00:00,app_visit,app,
36435,5279,2024-01-06 20:00:00,register,app,
82832,11936,2024-01-06 20:00:00,register,app,
40477,5841,2024-01-06 20:00:00,app_visit,app,
7442,1065,2024-01-06 20:19:00,content_view,app,5
8639,1228,2024-01-06 21:00:00,register,app,
81401,11730,2024-01-06 21:00:00,register,app,
79448,11437,2024-01-06 22:00:00,app_visit,app,
71888,10322,2024-01-06 22:00:00,app_visit,app,
41208,5958,2024-01-06 22:00:00,register,app,
9562,1372,2024-01-06 22:00:00,register,app,
11486,1644,2024-01-06 22:00:00,register,app,
10130,1443,2024-01-06 22:00:00,register,app,
71889,10322,2024-01-06 22:02:00,content_view,app,3
71890,10322,2024-01-06 22:27:00,product_detail,app,3
70892,10177,2024-01-07 07:00:00,register,app,
26477,3818,2024-01-07 07:00:00,register,app,
46470,6697,2024-01-07 07:00:00,register,app,
77344,11110,2024-01-07 07:00:00,register,app,
69989,10042,2024-01-07 07:00:00,register,app,
58022,8344,2024-01-07 08:00:00,register,app,
21539,3101,2024-01-07 08:00:00,register,app,
70254,10081,2024-01-07 09:00:00,register,app,
82324,11865,2024-01-07 09:00:00,register,app,
28312,4085,2024-01-07 09:00:00,register,app,
44144,6373,2024-01-07 10:00:00,account_open,app,
35568,5161,2024-01-07 10:00:00,account_open,app,
45418,6549,2024-01-07 10:00:00,app_visit,app,
34400,4981,2024-01-07 10:00:00,register,app,
20113,2892,2024-01-07 10:00:00,account_open,app,
45419,6549,2024-01-07 10:19:00,content_view,app,6
45420,6549,2024-01-07 10:48:00,product_detail,app,6
66935,9605,2024-01-07 11:00:00,register,app,
8921,1277,2024-01-07 11:00:00,register,app,
18036,2585,2024-01-07 11:00:00,register,app,
32130,4649,2024-01-07 11:00:00,register,app,
39834,5747,2024-01-07 11:00:00,app_visit,app,
36376,5269,2024-01-07 11:00:00,register,app,
29533,4266,2024-01-07 12:00:00,register,app,
68404,9805,2024-01-07 12:00:00,register,app,
55088,7923,2024-01-07 12:00:00,app_visit,app,
53645,7715,2024-01-07 13:00:00,register,app,
48133,6930,2024-01-07 13:00:00,app_visit,app,
91,15,2024-01-07 13:00:00,register,app,
20581,2961,2024-01-07 14:00:00,register,app,
33981,4917,2024-01-07 14:00:00,register,app,
1182,173,2024-01-07 14:00:00,register,app,
41155,5947,2024-01-07 14:00:00,register,app,
78264,11255,2024-01-07 16:00:00,register,app,
45433,6551,2024-01-07 16:00:00,register,app,
45981,6630,2024-01-07 17:00:00,register,app,
38669,5595,2024-01-07 18:00:00,register,app,
36880,5348,2024-01-07 18:00:00,app_visit,app,
61779,8883,2024-01-07 18:00:00,app_visit,app,
36881,5348,2024-01-07 18:01:00,content_view,app,2
61780,8883,2024-01-07 18:18:00,content_view,app,5
61781,8883,2024-01-07 18:27:00,product_detail,app,5
75723,10892,2024-01-07 20:00:00,app_visit,app,
35155,5101,2024-01-07 20:00:00,register,app,
45175,6521,2024-01-07 21:00:00,register,app,
31574,4558,2024-01-07 21:00:00,register,app,
57171,8211,2024-01-07 21:00:00,register,app,
62547,8997,2024-01-07 21:00:00,register,app,
60022,8633,2024-01-07 22:00:00,register,app,
54870,7892,2024-01-07 22:00:00,register,app,
41727,6029,2024-01-08 07:00:00,register,app,
27225,3927,2024-01-08 07:00:00,register,app,
69121,9910,2024-01-08 07:00:00,register,app,
7443,1065,2024-01-08 08:00:00,app_visit,app,
33834,4897,2024-01-08 08:00:00,app_visit,app,
74921,10777,2024-01-08 08:00:00,register,app,
7444,1065,2024-01-08 08:12:00,content_view,app,4
7445,1065,2024-01-08 08:39:00,product_detail,app,4
73215,10526,2024-01-08 09:00:00,app_visit,app,
59362,8545,2024-01-08 09:00:00,register,app,
57071,8200,2024-01-08 10:00:00,register,app,
66656,9562,2024-01-08 10:00:00,register,app,
33703,4880,2024-01-08 10:00:00,account_open,app,
23321,3372,2024-01-08 10:00:00,account_open,app,
33982,4917,2024-01-08 10:00:00,account_open,app,
55111,7928,2024-01-08 10:00:00,register,app,
7440,1065,2024-01-08 10:00:00,account_open,app,
1890,280,2024-01-08 10:00:00,account_open,app,
2838,398,2024-01-08 10:00:00,account_open,app,
75411,10849,2024-01-08 10:00:00,account_open,app,
66198,9487,2024-01-08 11:00:00,app_visit,app,
37584,5441,2024-01-08 11:00:00,register,app,
15172,2193,2024-01-08 12:00:00,register,app,
4120,598,2024-01-08 12:00:00,register,app,
71905,10324,2024-01-08 12:00:00,register,app,
52268,7521,2024-01-08 12:00:00,register,app,
31996,4624,2024-01-08 12:00:00,register,app,
42791,6180,2024-01-08 13:00:00,register,app,
60191,8658,2024-01-08 13:00:00,register,app,
28851,4167,2024-01-08 13:00:00,register,app,
67267,9647,2024-01-08 13:00:00,register,app,
11488,1644,2024-01-08 13:00:00,app_visit,app,
66973,9611,2024-01-08 13:00:00,app_visit,app,
37481,5426,2024-01-08 14:00:00,register,app,
60427,8690,2024-01-08 14:00:00,register,app,
72331,10395,2024-01-08 15:00:00,register,app,
59684,8590,2024-01-08 15:00:00,register,app,
81867,11793,2024-01-08 15:00:00,app_visit,app,
4065,593,2024-01-08 16:00:00,register,app,
8286,1181,2024-01-08 16:00:00,register,app,
12468,1787,2024-01-08 16:00:00,app_visit,app,
12469,1787,2024-01-08 16:19:00,content_view,app,4
12470,1787,2024-01-08 16:46:00,product_detail,app,4
4078,594,2024-01-08 17:00:00,app_visit,app,
25206,3636,2024-01-08 17:00:00,app_visit,app,
76887,11053,2024-01-08 17:00:00,app_visit,app,
8678,1234,2024-01-08 17:00:00,app_visit,app,
16572,2384,2024-01-08 17:00:00,register,app,
25207,3636,2024-01-08 17:04:00,content_view,app,3
28583,4132,2024-01-08 18:00:00,register,app,
33705,4880,2024-01-08 18:00:00,app_visit,app,
33704,4880,2024-01-08 18:00:00,app_visit,app,
79807,11491,2024-01-08 18:00:00,app_visit,app,
70479,10113,2024-01-08 18:00:00,app_visit,app,
70480,10113,2024-01-08 18:03:00,content_view,app,2
33706,4880,2024-01-08 18:09:00,content_view,app,1
73743,10611,2024-01-08 19:00:00,register,app,
79520,11447,2024-01-08 19:00:00,register,app,
53515,7696,2024-01-08 20:00:00,register,app,
74837,10765,2024-01-08 20:00:00,register,app,
38769,5607,2024-01-08 21:00:00,register,app,
46996,6773,2024-01-08 21:00:00,register,app,
79805,11491,2024-01-08 22:00:00,register,app,
4224,616,2024-01-09 07:00:00,register,app,
11907,1711,2024-01-09 08:00:00,register,app,
57006,8188,2024-01-09 08:00:00,register,app,
14659,2127,2024-01-09 08:00:00,register,app,
67938,9745,2024-01-09 08:00:00,register,app,
81796,11780,2024-01-09 08:00:00,app_visit,app,
22819,3295,2024-01-09 08:00:00,register,app,
34448,4990,2024-01-09 09:00:00,app_visit,app,
81589,11752,2024-01-09 09:00:00,register,app,
18743,2680,2024-01-09 10:00:00,account_open,app,
81795,11780,2024-01-09 10:00:00,account_open,app,
25704,3708,2024-01-09 10:00:00,account_open,app,
44274,6391,2024-01-09 10:00:00,account_open,app,
48513,6983,2024-01-09 10:00:00,account_open,app,
25748,3713,2024-01-09 10:00:00,account_open,app,
30081,4344,2024-01-09 10:00:00,register,app,
37406,5416,2024-01-09 10:00:00,account_open,app,
82009,11817,2024-01-09 10:00:00,register,app,
8640,1228,2024-01-09 10:00:00,account_open,app,
69865,10021,2024-01-09 10:00:00,app_visit,app,
20960,3016,2024-01-09 10:00:00,account_open,app,
69866,10021,2024-01-09 10:18:00,content_view,app,2
2784,394,2024-01-09 11:00:00,register,app,
33707,4880,2024-01-09 11:00:00,app_visit,app,
36209,5243,2024-01-09 11:00:00,register,app,
59419,8551,2024-01-09 12:00:00,register,app,
76805,11040,2024-01-09 13:00:00,register,app,
49571,7135,2024-01-09 13:00:00,register,app,
52511,7558,2024-01-09 13:00:00,register,app,
73951,10643,2024-01-09 14:00:00,register,app,
33141,4795,2024-01-09 15:00:00,app_visit,app,
18717,2676,2024-01-09 15:00:00,register,app,
33142,4795,2024-01-09 15:12:00,content_view,app,3
10232,1456,2024-01-09 16:00:00,register,app,
10131,1443,2024-01-09 16:00:00,app_visit,app,
32839,4754,2024-01-09 16:00:00,register,app,
58941,8478,2024-01-09 16:00:00,register,app,
15732,2267,2024-01-09 16:00:00,register,app,
10132,1443,2024-01-09 16:19:00,content_view,app,3
1772,260,2024-01-09 17:00:00,register,app,
37408,5416,2024-01-09 17:00:00,app_visit,app,
50434,7257,2024-01-09 17:00:00,register,app,
71891,10322,2024-01-09 17:00:00,app_visit,app,
2038,296,2024-01-09 18:00:00,register,app,
32549,4710,2024-01-09 18:00:00,register,app,
37586,5441,2024-01-09 18:00:00,app_visit,app,
28848,4166,2024-01-09 19:00:00,register,app,
38770,5607,2024-01-09 19:00:00,app_visit,app,
26479,3818,2024-01-09 19:00:00,app_visit,app,
38771,5607,2024-01-09 19:06:00,content_view,app,1
73744,10611,2024-01-09 20:00:00,app_visit,app,
9048,1299,2024-01-09 20:00:00,register,app,
64251,9222,2024-01-09 20:00:00,app_visit,app,
82894,11942,2024-01-09 21:00:00,register,app,
41797,6041,2024-01-09 21:00:00,register,app,
44197,6381,2024-01-09 21:00:00,register,app,
50026,7200,2024-01-09 22:00:00,register,app,
22812,3294,2024-01-10 07:00:00,register,app,
55195,7943,2024-01-10 07:00:00,register,app,
49440,7114,2024-01-10 07:00:00,app_visit,app,
6585,943,2024-01-10 07:00:00,register,app,
19975,2867,2024-01-10 07:00:00,register,app,
1128,165,2024-01-10 07:00:00,app_visit,app,
78391,11275,2024-01-10 08:00:00,register,app,
75549,10873,2024-01-10 08:00:00,register,app,
68244,9783,2024-01-10 10:00:00,register,app,
10180,1451,2024-01-10 10:00:00,register,app,
26804,3865,2024-01-10 10:00:00,account_open,app,
46260,6674,2024-01-10 10:00:00,account_open,app,
55087,7923,2024-01-10 10:00:00,account_open,app,
44726,6457,2024-01-10 10:00:00,account_open,app,
82010,11817,2024-01-10 10:00:00,account_open,app,
58023,8344,2024-01-10 10:00:00,account_open,app,
1949,285,2024-01-10 10:00:00,register,app,
92,15,2024-01-10 10:00:00,account_open,app,
39835,5747,2024-01-10 10:00:00,app_visit,app,
39833,5747,2024-01-10 10:00:00,account_open,app,
81789,11779,2024-01-10 10:00:00,register,app,
51753,7447,2024-01-10 10:00:00,register,app,
28313,4085,2024-01-10 11:00:00,app_visit,app,
34129,4938,2024-01-10 11:00:00,register,app,
36462,5283,2024-01-10 11:00:00,register,app,
72320,10394,2024-01-10 11:00:00,register,app,
60613,8718,2024-01-10 11:00:00,register,app,
596,87,2024-01-10 11:00:00,register,app,
65542,9404,2024-01-10 12:00:00,app_visit,app,
59884,8613,2024-01-10 12:00:00,app_visit,app,
51417,7392,2024-01-10 12:00:00,register,app,
11692,1675,2024-01-10 12:00:00,register,app,
65543,9404,2024-01-10 12:16:00,content_view,app,2
65544,9404,2024-01-10 12:21:00,product_detail,app,2
8287,1181,2024-01-10 13:00:00,app_visit,app,
26043,3761,2024-01-10 13:00:00,register,app,
19874,2844,2024-01-10 13:00:00,app_visit,app,
43609,6292,2024-01-10 13:00:00,register,app,
8288,1181,2024-01-10 13:15:00,content_view,app,3
8289,1181,2024-01-10 13:24:00,product_detail,app,3
33779,4891,2024-01-10 14:00:00,register,app,
12471,1787,2024-01-10 14:00:00,app_visit,app,
35569,5161,2024-01-10 14:00:00,app_visit,app,
44818,6473,2024-01-10 14:00:00,register,app,
11143,1599,2024-01-10 14:00:00,register,app,
28608,4137,2024-01-10 14:00:00,register,app,
56100,8069,2024-01-10 15:00:00,register,app,
51661,7434,2024-01-10 15:00:00,app_visit,app,
65539,9404,2024-01-10 15:00:00,app_visit,app,
71624,10282,2024-01-10 15:00:00,register,app,
65540,9404,2024-01-10 15:10:00,content_view,app,4
65541,9404,2024-01-10 15:27:00,product_detail,app,4
7916,1131,2024-01-10 16:00:00,app_visit,app,
30078,4343,2024-01-10 16:00:00,register,app,
34809,5052,2024-01-10 16:00:00,register,app,
81550,11748,2024-01-10 16:00:00,register,app,
26188,3783,2024-01-10 17:00:00,app_visit,app,
25158,3631,2024-01-10 17:00:00,register,app,
73252,10534,2024-01-10 18:00:00,register,app,
51660,7434,2024-01-10 18:00:00,app_visit,app,
73693,10605,2024-01-10 18:00:00,register,app,
25471,3669,2024-01-10 19:00:00,register,app,
67697,9710,2024-01-10 19:00:00,register,app,
60614,8718,2024-01-10 20:00:00,app_visit,app,
19356,2761,2024-01-10 20:00:00,register,app,
83147,11982,2024-01-10 20:00:00,app_visit,app,
82895,11942,2024-01-10 20:00:00,app_visit,app,
49439,7114,2024-01-10 20:00:00,register,app,
27718,4001,2024-01-10 21:00:00,app_visit,app,
68620,9839,2024-01-10 21:00:00,app_visit,app,
32841,4754,2024-01-10 21:00:00,app_visit,app,
42288,6117,2024-01-10 21:00:00,register,app,
64708,9279,2024-01-10 21:00:00,register,app,
68621,9839,2024-01-10 21:02:00,content_view,app,3
27719,4001,2024-01-10 21:13:00,content_view,app,4
51976,7476,2024-01-10 22:00:00,register,app,
5265,753,2024-01-10 22:00:00,register,app,
81892,11799,2024-01-11 07:00:00,register,app,
55953,8050,2024-01-11 07:00:00,register,app,
14059,2034,2024-01-11 07:00:00,register,app,
63586,9132,2024-01-11 07:00:00,register,app,
33143,4795,2024-01-11 08:00:00,app_visit,app,
25749,3713,2024-01-11 08:00:00,app_visit,app,
55089,7923,2024-01-11 08:00:00,app_visit,app,
80464,11587,2024-01-11 08:00:00,register,app,
44720,6456,2024-01-11 08:00:00,register,app,
25750,3713,2024-01-11 08:15:00,content_view,app,3
33144,4795,2024-01-11 08:19:00,content_view,app,4
25751,3713,2024-01-11 08:26:00,product_detail,app,3
36463,5283,2024-01-11 09:00:00,app_visit,app,
5925,851,2024-01-11 09:00:00,register,app,
5863,843,2024-01-11 09:00:00,register,app,
53646,7715,2024-01-11 09:00:00,app_visit,app,
78889,11354,2024-01-11 10:00:00,account_open,app,
74232,10682,2024-01-11 10:00:00,account_open,app,
67832,9731,2024-01-11 10:00:00,account_open,app,
49813,7171,2024-01-11 10:00:00,account_open,app,
37482,5426,2024-01-11 10:00:00,account_open,app,
68408,9807,2024-01-11 10:00:00,register,app,
11487,1644,2024-01-11 10:00:00,account_open,app,
61648,8856,2024-01-11 10:00:00,app_visit,app,
33140,4795,2024-01-11 10:00:00,account_open,app,
12223,1755,2024-01-11 10:00:00,account_open,app,
11908,1711,2024-01-11 10:00:00,app_visit,app,
4225,616,2024-01-11 10:00:00,app_visit,app,
74887,10773,2024-01-11 10:00:00,register,app,
69122,9910,2024-01-11 10:00:00,account_open,app,
11909,1711,2024-01-11 10:16:00,content_view,app,2
82833,11936,2024-01-11 11:00:00,app_visit,app,
43475,6272,2024-01-11 11:00:00,register,app,
36556,5299,2024-01-11 12:00:00,register,app,
24990,3611,2024-01-11 12:00:00,register,app,
51635,7429,2024-01-11 14:00:00,register,app,
55198,7944,2024-01-11 14:00:00,register,app,
21935,3163,2024-01-11 15:00:00,register,app,
52367,7539,2024-01-11 15:00:00,register,app,
15580,2248,2024-01-11 15:00:00,register,app,
78465,11286,2024-01-11 15:00:00,register,app,
24391,3521,2024-01-11 16:00:00,register,app,
19875,2844,2024-01-11 16:00:00,app_visit,app,
9999,1426,2024-01-11 16:00:00,register,app,
50978,7335,2024-01-11 16:00:00,register,app,
19876,2844,2024-01-11 16:03:00,content_view,app,6
19877,2844,2024-01-11 16:24:00,product_detail,app,6
11397,1630,2024-01-11 17:00:00,register,app,
50823,7310,2024-01-11 17:00:00,register,app,
53649,7716,2024-01-11 18:00:00,register,app,
