user_id,month,pilot_group,post_period,active_30d,net_inflow
10693,2024-06-01 00:00:00,0,0,0,0.0
2329,2024-06-01 00:00:00,0,0,1,0.0
6362,2024-06-01 00:00:00,1,0,0,0.0
1988,2024-06-01 00:00:00,1,0,1,1073.71
11779,2024-06-01 00:00:00,1,0,0,0.0
8665,2024-06-01 00:00:00,1,0,1,0.0
958,2024-06-01 00:00:00,1,0,1,0.0
11536,2024-06-01 00:00:00,0,0,0,0.0
7527,2024-06-01 00:00:00,0,0,0,0.0
10853,2024-06-01 00:00:00,1,0,0,0.0
8524,2024-06-01 00:00:00,0,0,0,0.0
11366,2024-06-01 00:00:00,0,0,0,0.0
1451,2024-06-01 00:00:00,1,0,0,0.0
9103,2024-06-01 00:00:00,1,0,0,0.0
6332,2024-06-01 00:00:00,0,0,0,0.0
3379,2024-06-01 00:00:00,0,0,0,0.0
10414,2024-06-01 00:00:00,0,0,1,865.43
492,2024-06-01 00:00:00,1,0,0,0.0
751,2024-06-01 00:00:00,0,0,0,0.0
1210,2024-06-01 00:00:00,0,0,1,0.0
7114,2024-06-01 00:00:00,1,0,0,0.0
1125,2024-06-01 00:00:00,0,0,0,0.0
3872,2024-06-01 00:00:00,0,0,1,1450.22
1458,2024-06-01 00:00:00,0,0,0,0.0
10380,2024-06-01 00:00:00,0,0,1,134.33
6772,2024-06-01 00:00:00,1,0,0,0.0
4695,2024-06-01 00:00:00,0,0,0,0.0
9372,2024-06-01 00:00:00,0,0,0,0.0
1639,2024-06-01 00:00:00,0,0,0,0.0
9940,2024-06-01 00:00:00,0,0,0,0.0
9953,2024-06-01 00:00:00,1,0,1,0.0
6320,2024-06-01 00:00:00,0,0,0,0.0
6828,2024-06-01 00:00:00,0,0,0,0.0
4819,2024-06-01 00:00:00,0,0,0,0.0
5050,2024-06-01 00:00:00,0,0,0,0.0
6131,2024-06-01 00:00:00,1,0,0,0.0
9562,2024-06-01 00:00:00,0,0,1,1277.85
4717,2024-06-01 00:00:00,0,0,1,1883.23
11873,2024-06-01 00:00:00,1,0,0,0.0
9711,2024-06-01 00:00:00,1,0,1,2390.16
3415,2024-06-01 00:00:00,1,0,1,2123.82
5101,2024-06-01 00:00:00,1,0,0,0.0
5505,2024-06-01 00:00:00,0,0,1,498.9
6243,2024-06-01 00:00:00,0,0,0,0.0
2311,2024-06-01 00:00:00,0,0,1,1516.12
2514,2024-06-01 00:00:00,1,0,0,0.0
11778,2024-06-01 00:00:00,1,0,0,0.0
1690,2024-06-01 00:00:00,0,0,0,0.0
11447,2024-06-01 00:00:00,0,0,0,0.0
11794,2024-06-01 00:00:00,0,0,0,0.0
7325,2024-06-01 00:00:00,1,0,0,0.0
10022,2024-06-01 00:00:00,0,0,0,0.0
7919,2024-06-01 00:00:00,0,0,1,1862.08
4168,2024-06-01 00:00:00,1,0,1,598.38
11988,2024-06-01 00:00:00,1,0,0,0.0
9231,2024-06-01 00:00:00,1,0,1,523.34
926,2024-06-01 00:00:00,0,0,0,0.0
4803,2024-06-01 00:00:00,1,0,0,0.0
6235,2024-06-01 00:00:00,0,0,1,847.9
11034,2024-06-01 00:00:00,0,0,1,3007.49
6866,2024-06-01 00:00:00,0,0,0,0.0
1275,2024-06-01 00:00:00,1,0,0,0.0
639,2024-06-01 00:00:00,0,0,0,0.0
9146,2024-06-01 00:00:00,0,0,0,0.0
7928,2024-06-01 00:00:00,1,0,0,0.0
5452,2024-06-01 00:00:00,1,0,0,0.0
3449,2024-06-01 00:00:00,0,0,1,2011.42
10999,2024-06-01 00:00:00,0,0,0,0.0
10078,2024-06-01 00:00:00,0,0,1,2282.54
1316,2024-06-01 00:00:00,0,0,0,0.0
694,2024-06-01 00:00:00,1,0,0,0.0
2400,2024-06-01 00:00:00,0,0,0,0.0
2722,2024-06-01 00:00:00,0,0,0,0.0
9817,2024-06-01 00:00:00,1,0,0,0.0
5201,2024-06-01 00:00:00,1,0,0,0.0
824,2024-06-01 00:00:00,1,0,0,0.0
8475,2024-06-01 00:00:00,1,0,0,0.0
7846,2024-06-01 00:00:00,0,0,0,0.0
9331,2024-06-01 00:00:00,1,0,0,0.0
5183,2024-06-01 00:00:00,1,0,0,0.0
1626,2024-06-01 00:00:00,0,0,0,0.0
3303,2024-06-01 00:00:00,1,0,0,0.0
7175,2024-06-01 00:00:00,1,0,0,0.0
1933,2024-06-01 00:00:00,0,0,0,0.0
4920,2024-06-01 00:00:00,0,0,0,0.0
1816,2024-06-01 00:00:00,1,0,1,516.05
1513,2024-06-01 00:00:00,1,0,0,0.0
8830,2024-06-01 00:00:00,0,0,0,0.0
5724,2024-06-01 00:00:00,0,0,0,0.0
5713,2024-06-01 00:00:00,0,0,1,566.02
6611,2024-06-01 00:00:00,0,0,0,0.0
2396,2024-06-01 00:00:00,1,0,1,1878.39
3521,2024-06-01 00:00:00,0,0,0,0.0
525,2024-06-01 00:00:00,1,0,0,0.0
11323,2024-06-01 00:00:00,1,0,1,1466.8
3891,2024-06-01 00:00:00,0,0,0,0.0
4203,2024-06-01 00:00:00,0,0,1,2271.75
6020,2024-06-01 00:00:00,1,0,1,756.35
3147,2024-06-01 00:00:00,1,0,0,0.0
8513,2024-06-01 00:00:00,1,0,0,0.0
929,2024-06-01 00:00:00,0,0,0,0.0
9942,2024-06-01 00:00:00,1,0,1,727.13
4140,2024-06-01 00:00:00,0,0,1,0.0
3908,2024-06-01 00:00:00,1,0,0,0.0
10802,2024-06-01 00:00:00,0,0,0,0.0
11065,2024-06-01 00:00:00,0,0,0,0.0
2319,2024-06-01 00:00:00,0,0,0,0.0
3430,2024-06-01 00:00:00,0,0,0,0.0
8734,2024-06-01 00:00:00,1,0,0,0.0
10323,2024-06-01 00:00:00,0,0,0,0.0
6487,2024-06-01 00:00:00,1,0,1,1794.3
5496,2024-06-01 00:00:00,1,0,0,0.0
9948,2024-06-01 00:00:00,0,0,0,0.0
5915,2024-06-01 00:00:00,0,0,0,0.0
9151,2024-06-01 00:00:00,1,0,1,1666.41
7880,2024-06-01 00:00:00,1,0,0,0.0
3170,2024-06-01 00:00:00,1,0,0,0.0
11558,2024-06-01 00:00:00,0,0,1,1051.11
11286,2024-06-01 00:00:00,0,0,1,995.33
3957,2024-06-01 00:00:00,0,0,0,0.0
3428,2024-06-01 00:00:00,1,0,0,0.0
5314,2024-06-01 00:00:00,0,0,0,0.0
4132,2024-06-01 00:00:00,0,0,0,0.0
9191,2024-06-01 00:00:00,0,0,0,0.0
41,2024-06-01 00:00:00,1,0,0,0.0
6612,2024-06-01 00:00:00,0,0,0,0.0
10190,2024-06-01 00:00:00,1,0,1,0.0
9204,2024-06-01 00:00:00,0,0,0,0.0
4647,2024-06-01 00:00:00,0,0,0,0.0
3414,2024-06-01 00:00:00,1,0,0,0.0
2444,2024-06-01 00:00:00,1,0,0,0.0
8072,2024-06-01 00:00:00,0,0,0,0.0
10493,2024-06-01 00:00:00,1,0,1,2011.0
6854,2024-06-01 00:00:00,1,0,0,0.0
6314,2024-06-01 00:00:00,0,0,0,0.0
5173,2024-06-01 00:00:00,1,0,1,2171.69
4285,2024-06-01 00:00:00,0,0,0,0.0
1935,2024-06-01 00:00:00,1,0,0,0.0
8460,2024-06-01 00:00:00,1,0,0,0.0
8973,2024-06-01 00:00:00,0,0,0,0.0
5553,2024-06-01 00:00:00,1,0,0,0.0
11961,2024-06-01 00:00:00,0,0,1,92.15
4487,2024-06-01 00:00:00,1,0,0,0.0
10298,2024-06-01 00:00:00,1,0,1,0.0
4361,2024-06-01 00:00:00,0,0,1,0.0
621,2024-06-01 00:00:00,1,0,0,0.0
11377,2024-06-01 00:00:00,1,0,1,996.24
3306,2024-06-01 00:00:00,1,0,0,0.0
1704,2024-06-01 00:00:00,1,0,1,705.71
3909,2024-06-01 00:00:00,0,0,0,0.0
770,2024-06-01 00:00:00,0,0,0,0.0
4678,2024-06-01 00:00:00,1,0,0,0.0
3227,2024-06-01 00:00:00,1,0,0,0.0
3669,2024-06-01 00:00:00,1,0,0,0.0
1060,2024-06-01 00:00:00,1,0,1,0.0
6744,2024-06-01 00:00:00,1,0,0,0.0
4690,2024-06-01 00:00:00,1,0,0,0.0
4365,2024-06-01 00:00:00,1,0,0,0.0
11376,2024-06-01 00:00:00,1,0,0,0.0
1925,2024-06-01 00:00:00,1,0,0,0.0
5404,2024-06-01 00:00:00,0,0,0,0.0
6233,2024-06-01 00:00:00,0,0,0,0.0
5491,2024-06-01 00:00:00,0,0,0,0.0
603,2024-06-01 00:00:00,0,0,1,1761.54
120,2024-06-01 00:00:00,0,0,0,0.0
3990,2024-06-01 00:00:00,1,0,1,1665.1
7236,2024-06-01 00:00:00,0,0,1,1331.87
2620,2024-06-01 00:00:00,1,0,0,0.0
3838,2024-06-01 00:00:00,0,0,0,0.0
10996,2024-06-01 00:00:00,1,0,0,0.0
3240,2024-06-01 00:00:00,0,0,1,1021.79
9534,2024-06-01 00:00:00,0,0,1,1305.25
4967,2024-06-01 00:00:00,1,0,0,0.0
6492,2024-06-01 00:00:00,1,0,0,0.0
8723,2024-06-01 00:00:00,1,0,0,0.0
3472,2024-06-01 00:00:00,0,0,0,0.0
2033,2024-06-01 00:00:00,0,0,0,0.0
4985,2024-06-01 00:00:00,0,0,0,0.0
8482,2024-06-01 00:00:00,0,0,0,0.0
10351,2024-06-01 00:00:00,1,0,0,0.0
5125,2024-06-01 00:00:00,1,0,1,0.0
7581,2024-06-01 00:00:00,0,0,0,0.0
2595,2024-06-01 00:00:00,0,0,0,0.0
11211,2024-06-01 00:00:00,0,0,0,0.0
8704,2024-06-01 00:00:00,1,0,0,0.0
11122,2024-06-01 00:00:00,1,0,0,0.0
809,2024-06-01 00:00:00,1,0,0,0.0
8087,2024-06-01 00:00:00,0,0,0,0.0
10157,2024-06-01 00:00:00,1,0,0,0.0
6448,2024-06-01 00:00:00,1,0,0,0.0
4280,2024-06-01 00:00:00,0,0,0,0.0
10605,2024-06-01 00:00:00,1,0,0,0.0
6139,2024-06-01 00:00:00,1,0,0,0.0
9914,2024-06-01 00:00:00,1,0,0,0.0
5087,2024-06-01 00:00:00,0,0,0,0.0
8811,2024-06-01 00:00:00,0,0,1,0.0
8662,2024-06-01 00:00:00,1,0,0,0.0
8918,2024-06-01 00:00:00,1,0,0,0.0
9503,2024-06-01 00:00:00,0,0,0,0.0
2998,2024-06-01 00:00:00,0,0,0,0.0
4617,2024-06-01 00:00:00,0,0,1,1353.7
268,2024-06-01 00:00:00,1,0,1,0.0
3271,2024-06-01 00:00:00,1,0,0,0.0
3185,2024-06-01 00:00:00,0,0,0,0.0
4857,2024-06-01 00:00:00,0,0,0,0.0
11625,2024-06-01 00:00:00,0,0,0,0.0
1438,2024-06-01 00:00:00,1,0,0,0.0
5243,2024-06-01 00:00:00,1,0,0,0.0
7179,2024-06-01 00:00:00,1,0,0,0.0
10852,2024-06-01 00:00:00,0,0,0,0.0
11762,2024-06-01 00:00:00,0,0,0,0.0
9570,2024-06-01 00:00:00,1,0,0,0.0
4798,2024-06-01 00:00:00,0,0,0,0.0
4852,2024-06-01 00:00:00,0,0,0,0.0
10927,2024-06-01 00:00:00,1,0,0,0.0
7834,2024-06-01 00:00:00,0,0,1,1275.95
9939,2024-06-01 00:00:00,0,0,1,1184.72
11878,2024-06-01 00:00:00,0,0,1,3260.25
3606,2024-06-01 00:00:00,0,0,0,0.0
5716,2024-06-01 00:00:00,1,0,0,0.0
965,2024-06-01 00:00:00,0,0,0,0.0
4057,2024-06-01 00:00:00,1,0,0,0.0
286,2024-06-01 00:00:00,1,0,0,0.0
2144,2024-06-01 00:00:00,0,0,0,0.0
4510,2024-06-01 00:00:00,1,0,0,0.0
468,2024-06-01 00:00:00,1,0,0,0.0
483,2024-06-01 00:00:00,1,0,0,0.0
5980,2024-06-01 00:00:00,1,0,0,0.0
7869,2024-06-01 00:00:00,0,0,0,0.0
4080,2024-06-01 00:00:00,1,0,0,0.0
1084,2024-06-01 00:00:00,0,0,0,0.0
8864,2024-06-01 00:00:00,0,0,1,443.03
4650,2024-06-01 00:00:00,0,0,0,0.0
9621,2024-06-01 00:00:00,1,0,0,0.0
4725,2024-06-01 00:00:00,0,0,0,0.0
1884,2024-06-01 00:00:00,1,0,1,872.45
1142,2024-06-01 00:00:00,0,0,1,910.22
6269,2024-06-01 00:00:00,0,0,0,0.0
10890,2024-06-01 00:00:00,0,0,0,0.0
6793,2024-06-01 00:00:00,0,0,0,0.0
1480,2024-06-01 00:00:00,1,0,1,1802.75
6117,2024-06-01 00:00:00,0,0,0,0.0
1251,2024-06-01 00:00:00,0,0,0,0.0
2480,2024-06-01 00:00:00,1,0,1,0.0
2627,2024-06-01 00:00:00,1,0,1,1969.47
10879,2024-06-01 00:00:00,0,0,0,0.0
9617,2024-06-01 00:00:00,1,0,1,0.0
2934,2024-06-01 00:00:00,1,0,0,0.0
10574,2024-06-01 00:00:00,0,0,0,0.0
6497,2024-06-01 00:00:00,0,0,0,0.0
9394,2024-06-01 00:00:00,0,0,0,0.0
8016,2024-06-01 00:00:00,1,0,0,0.0
2847,2024-06-01 00:00:00,0,0,0,0.0
9715,2024-06-01 00:00:00,0,0,0,0.0
5615,2024-06-01 00:00:00,0,0,0,0.0
10988,2024-06-01 00:00:00,0,0,0,0.0
10267,2024-06-01 00:00:00,0,0,0,0.0
927,2024-06-01 00:00:00,0,0,0,0.0
9470,2024-06-01 00:00:00,1,0,0,0.0
8626,2024-06-01 00:00:00,0,0,0,0.0
4588,2024-06-01 00:00:00,0,0,1,0.0
1048,2024-06-01 00:00:00,0,0,0,0.0
6184,2024-06-01 00:00:00,1,0,0,0.0
10440,2024-06-01 00:00:00,0,0,1,369.93
8150,2024-06-01 00:00:00,1,0,0,0.0
2206,2024-06-01 00:00:00,0,0,0,0.0
2025,2024-06-01 00:00:00,1,0,0,0.0
6559,2024-06-01 00:00:00,0,0,1,1907.5
11501,2024-06-01 00:00:00,0,0,0,0.0
6091,2024-06-01 00:00:00,1,0,0,0.0
7899,2024-06-01 00:00:00,1,0,0,0.0
3547,2024-06-01 00:00:00,0,0,1,1515.63
2892,2024-06-01 00:00:00,0,0,1,1411.84
8110,2024-06-01 00:00:00,0,0,0,0.0
2139,2024-06-01 00:00:00,0,0,0,0.0
3272,2024-06-01 00:00:00,1,0,0,0.0
9457,2024-06-01 00:00:00,0,0,0,0.0
8980,2024-06-01 00:00:00,1,0,1,358.07
5570,2024-06-01 00:00:00,0,0,0,0.0
8316,2024-06-01 00:00:00,1,0,0,0.0
3035,2024-06-01 00:00:00,0,0,0,0.0
2175,2024-06-01 00:00:00,0,0,0,0.0
4301,2024-06-01 00:00:00,1,0,0,0.0
11519,2024-06-01 00:00:00,1,0,0,0.0
9599,2024-06-01 00:00:00,0,0,0,0.0
72,2024-06-01 00:00:00,0,0,0,0.0
8545,2024-06-01 00:00:00,0,0,0,0.0
1601,2024-06-01 00:00:00,0,0,1,537.81
11830,2024-06-01 00:00:00,1,0,0,0.0
10422,2024-06-01 00:00:00,0,0,0,0.0
4750,2024-06-01 00:00:00,1,0,0,0.0
1738,2024-06-01 00:00:00,1,0,0,0.0
10747,2024-06-01 00:00:00,0,0,0,0.0
6385,2024-06-01 00:00:00,0,0,0,0.0
6601,2024-06-01 00:00:00,1,0,0,0.0
11854,2024-06-01 00:00:00,0,0,0,0.0
3630,2024-06-01 00:00:00,1,0,0,0.0
3070,2024-06-01 00:00:00,1,0,0,0.0
9915,2024-06-01 00:00:00,0,0,0,0.0
218,2024-06-01 00:00:00,0,0,1,0.0
11107,2024-06-01 00:00:00,0,0,0,0.0
7892,2024-06-01 00:00:00,1,0,1,0.0
2324,2024-06-01 00:00:00,1,0,0,0.0
8767,2024-06-01 00:00:00,1,0,0,0.0
3636,2024-06-01 00:00:00,1,0,0,0.0
10850,2024-06-01 00:00:00,0,0,0,0.0
8424,2024-06-01 00:00:00,0,0,0,0.0
5046,2024-06-01 00:00:00,1,0,1,1708.77
910,2024-06-01 00:00:00,0,0,0,0.0
9479,2024-06-01 00:00:00,0,0,1,1475.51
4343,2024-06-01 00:00:00,1,0,0,0.0
8283,2024-06-01 00:00:00,0,0,0,0.0
6461,2024-06-01 00:00:00,0,0,0,0.0
2840,2024-06-01 00:00:00,1,0,1,866.79
5747,2024-06-01 00:00:00,1,0,0,0.0
3660,2024-06-01 00:00:00,1,0,0,0.0
683,2024-06-01 00:00:00,0,0,0,0.0
11475,2024-06-01 00:00:00,1,0,0,0.0
10892,2024-06-01 00:00:00,0,0,0,0.0
2946,2024-06-01 00:00:00,0,0,0,0.0
5579,2024-06-01 00:00:00,0,0,0,0.0
5281,2024-06-01 00:00:00,0,0,0,0.0
9169,2024-06-01 00:00:00,0,0,0,0.0
659,2024-06-01 00:00:00,1,0,1,1830.91
9062,2024-06-01 00:00:00,1,0,0,0.0
2349,2024-06-01 00:00:00,0,0,0,0.0
6103,2024-06-01 00:00:00,1,0,0,0.0
3713,2024-06-01 00:00:00,0,0,0,0.0
7719,2024-06-01 00:00:00,1,0,1,0.0
2438,2024-06-01 00:00:00,1,0,0,0.0
8904,2024-06-01 00:00:00,0,0,0,0.0
10621,2024-06-01 00:00:00,0,0,1,2164.52
1666,2024-06-01 00:00:00,0,0,0,0.0
8590,2024-06-01 00:00:00,1,0,0,0.0
9201,2024-06-01 00:00:00,0,0,0,0.0
2922,2024-06-01 00:00:00,0,0,0,0.0
4943,2024-06-01 00:00:00,0,0,1,426.04
1801,2024-06-01 00:00:00,1,0,0,0.0
1552,2024-06-01 00:00:00,0,0,1,938.05
5157,2024-06-01 00:00:00,0,0,0,0.0
2745,2024-06-01 00:00:00,0,0,0,0.0
5673,2024-06-01 00:00:00,1,0,0,0.0
8388,2024-06-01 00:00:00,0,0,0,0.0
670,2024-06-01 00:00:00,0,0,1,808.72
8187,2024-06-01 00:00:00,0,0,0,0.0
10303,2024-06-01 00:00:00,1,0,1,0.0
2132,2024-06-01 00:00:00,1,0,0,0.0
3994,2024-06-01 00:00:00,0,0,0,0.0
5070,2024-06-01 00:00:00,0,0,1,1340.44
5337,2024-06-01 00:00:00,0,0,1,2721.39
8718,2024-06-01 00:00:00,0,0,1,2264.32
11520,2024-06-01 00:00:00,0,0,0,0.0
9171,2024-06-01 00:00:00,1,0,0,0.0
3372,2024-06-01 00:00:00,0,0,0,0.0
4245,2024-06-01 00:00:00,0,0,0,0.0
11295,2024-06-01 00:00:00,0,0,0,0.0
6603,2024-06-01 00:00:00,1,0,0,0.0
8387,2024-06-01 00:00:00,1,0,0,0.0
11090,2024-06-01 00:00:00,0,0,0,0.0
9075,2024-06-01 00:00:00,0,0,0,0.0
2014,2024-06-01 00:00:00,0,0,1,873.13
3981,2024-06-01 00:00:00,0,0,0,0.0
4759,2024-06-01 00:00:00,0,0,0,0.0
8634,2024-06-01 00:00:00,1,0,0,0.0
9879,2024-06-01 00:00:00,0,0,0,0.0
4621,2024-06-01 00:00:00,0,0,1,178.23
4281,2024-06-01 00:00:00,1,0,0,0.0
10659,2024-06-01 00:00:00,1,0,0,0.0
10686,2024-06-01 00:00:00,1,0,0,0.0
6503,2024-06-01 00:00:00,1,0,0,0.0
7608,2024-06-01 00:00:00,0,0,0,0.0
1200,2024-06-01 00:00:00,1,0,0,0.0
11000,2024-06-01 00:00:00,0,0,0,0.0
1202,2024-06-01 00:00:00,1,0,0,0.0
8699,2024-06-01 00:00:00,1,0,0,0.0
8456,2024-06-01 00:00:00,0,0,0,0.0
4830,2024-06-01 00:00:00,1,0,0,0.0
426,2024-06-01 00:00:00,0,0,0,0.0
3972,2024-06-01 00:00:00,0,0,0,0.0
8382,2024-06-01 00:00:00,0,0,0,0.0
3487,2024-06-01 00:00:00,0,0,0,0.0
4822,2024-06-01 00:00:00,0,0,0,0.0
3231,2024-06-01 00:00:00,0,0,0,0.0
10712,2024-06-01 00:00:00,1,0,0,0.0
2422,2024-06-01 00:00:00,1,0,0,0.0
11623,2024-06-01 00:00:00,1,0,0,0.0
9017,2024-06-01 00:00:00,0,0,0,0.0
298,2024-06-01 00:00:00,1,0,0,0.0
1095,2024-06-01 00:00:00,0,0,0,0.0
1113,2024-06-01 00:00:00,1,0,0,0.0
3288,2024-06-01 00:00:00,0,0,0,0.0
653,2024-06-01 00:00:00,0,0,0,0.0
7912,2024-06-01 00:00:00,0,0,0,0.0
9973,2024-06-01 00:00:00,0,0,0,0.0
5561,2024-06-01 00:00:00,1,0,0,0.0
3103,2024-06-01 00:00:00,1,0,1,28.53
5898,2024-06-01 00:00:00,0,0,0,0.0
2912,2024-06-01 00:00:00,1,0,0,0.0
4888,2024-06-01 00:00:00,1,0,0,0.0
2772,2024-06-01 00:00:00,0,0,0,0.0
