transaction_id,user_id,product_id,transaction_time,transaction_type,amount
3062,10773,3,2024-02-16 14:00:00,buy,5484.25
3088,10891,3,2024-02-16 14:00:00,buy,1501.25
2529,8902,2,2024-02-17 14:00:00,buy,7023.43
2835,10040,7,2024-02-17 14:00:00,buy,3903.18
2962,10484,4,2024-02-17 14:00:00,buy,4174.6
922,3382,2,2024-02-17 14:00:00,buy,15096.28
1457,5414,1,2024-02-17 15:00:00,buy,4007.4
2167,7656,2,2024-02-18 14:00:00,buy,6048.14
1635,5942,2,2024-02-18 14:00:00,buy,7701.79
844,3035,4,2024-02-18 14:00:00,buy,1637.25
2537,8915,8,2024-02-19 14:00:00,buy,10237.19
2868,10128,3,2024-02-19 14:00:00,buy,2338.9
1524,5613,1,2024-02-20 14:00:00,buy,290.45
1489,5510,4,2024-02-20 14:00:00,buy,571.53
2976,10515,1,2024-02-20 14:00:00,buy,2371.31
3142,11046,5,2024-02-20 14:00:00,buy,2052.25
432,1441,6,2024-02-20 14:00:00,buy,2189.0
87,343,4,2024-02-20 14:00:00,buy,12574.68
3027,10662,3,2024-02-21 14:00:00,buy,21361.65
1017,3780,4,2024-02-21 14:00:00,buy,2021.05
3286,11576,5,2024-02-21 15:00:00,buy,3492.43
2097,7387,2,2024-02-21 15:00:00,buy,362.81
2986,10578,6,2024-02-22 14:00:00,buy,2516.51
2871,10180,2,2024-02-22 14:00:00,buy,977.28
1276,4579,3,2024-02-23 14:00:00,buy,4694.81
2020,7202,4,2024-02-23 14:00:00,buy,10630.64
3157,11101,4,2024-02-23 14:00:00,buy,1998.33
2686,9412,4,2024-02-23 14:00:00,buy,1968.24
1078,3925,7,2024-02-23 14:00:00,buy,1488.02
1871,6693,4,2024-02-23 15:00:00,buy,1544.29
2995,10593,4,2024-02-23 15:00:00,buy,1276.1
983,3664,6,2024-02-24 14:00:00,buy,4172.82
388,1345,6,2024-02-24 14:00:00,buy,266.0
2888,10261,6,2024-02-24 15:00:00,buy,4564.35
2461,8684,1,2024-02-25 14:00:00,buy,624.92
1241,4445,2,2024-02-25 14:00:00,buy,13208.91
2900,10315,6,2024-02-25 14:00:00,buy,4212.99
2058,7294,5,2024-02-25 14:00:00,buy,20901.91
1411,5285,2,2024-02-25 14:00:00,buy,2699.09
693,2432,6,2024-02-26 14:00:00,buy,1259.54
1110,4010,6,2024-02-26 14:00:00,buy,5143.42
524,1795,1,2024-02-26 14:00:00,buy,19428.96
1691,6172,4,2024-02-26 14:00:00,buy,4069.81
1938,6939,2,2024-02-26 14:00:00,buy,2312.08
1575,5723,2,2024-02-26 14:00:00,buy,1629.86
465,1515,2,2024-02-26 15:00:00,buy,791.38
3343,11748,4,2024-02-26 15:00:00,buy,509.53
309,1125,2,2024-02-26 15:00:00,buy,2186.55
1622,5843,3,2024-02-27 14:00:00,buy,11142.12
62,242,6,2024-02-27 14:00:00,buy,6371.35
2468,8706,4,2024-02-27 14:00:00,buy,3866.22
1754,6328,4,2024-02-27 14:00:00,buy,3711.72
2554,9001,4,2024-02-27 14:00:00,buy,3243.67
1323,4824,7,2024-02-27 14:00:00,buy,7108.8
480,1616,4,2024-02-27 14:00:00,buy,11534.98
1977,7065,4,2024-02-28 14:00:00,buy,3327.97
1365,5087,6,2024-02-28 14:00:00,buy,578.0
2238,7834,7,2024-02-28 15:00:00,buy,128.78
3,18,6,2024-02-28 15:00:00,buy,1287.61
2831,10014,1,2024-02-29 14:00:00,buy,1956.27
708,2509,6,2024-02-29 14:00:00,buy,3832.03
1084,3927,4,2024-02-29 15:00:00,buy,100.0
1877,6719,1,2024-02-29 15:00:00,buy,1119.29
271,999,8,2024-03-01 14:00:00,buy,862.49
1404,5244,2,2024-03-01 14:00:00,buy,3528.09
1390,5204,1,2024-03-01 14:00:00,buy,1091.69
3257,11422,6,2024-03-01 14:00:00,buy,870.26
2273,8005,4,2024-03-01 14:00:00,buy,2633.2
177,694,7,2024-03-02 14:00:00,buy,11428.68
1462,5415,5,2024-03-02 14:00:00,buy,4330.2
3169,11115,5,2024-03-02 15:00:00,buy,336.81
502,1696,7,2024-03-03 14:00:00,buy,3492.86
3243,11374,7,2024-03-03 14:00:00,buy,10593.99
2368,8323,6,2024-03-03 14:00:00,buy,2486.46
1341,4952,6,2024-03-03 14:00:00,buy,7304.35
3134,11016,4,2024-03-03 14:00:00,buy,4310.84
1353,5053,2,2024-03-03 14:00:00,buy,563.68
2722,9535,7,2024-03-03 15:00:00,buy,2837.31
1887,6772,3,2024-03-04 14:00:00,buy,18015.37
238,895,2,2024-03-04 14:00:00,buy,1626.39
2366,8310,1,2024-03-04 14:00:00,buy,675.6
1796,6482,8,2024-03-04 15:00:00,buy,630.7
3016,10643,4,2024-03-04 15:00:00,buy,729.25
2739,9631,2,2024-03-05 14:00:00,buy,774.74
2590,9092,2,2024-03-05 14:00:00,buy,5778.36
1697,6184,1,2024-03-05 14:00:00,buy,1313.19
3215,11258,6,2024-03-05 14:00:00,buy,9024.54
1620,5841,4,2024-03-05 15:00:00,buy,1400.65
1032,3818,4,2024-03-05 15:00:00,buy,6174.46
3235,11349,1,2024-03-06 14:00:00,buy,499.34
2093,7373,2,2024-03-06 14:00:00,buy,1540.49
1480,5474,1,2024-03-06 14:00:00,buy,2051.16
1601,5805,1,2024-03-06 14:00:00,buy,4453.16
638,2257,1,2024-03-06 14:00:00,buy,15471.82
2092,7370,2,2024-03-06 15:00:00,buy,983.37
3158,11104,1,2024-03-07 14:00:00,buy,6159.47
1060,3894,1,2024-03-07 14:00:00,buy,716.47
325,1164,2,2024-03-07 14:00:00,buy,5819.48
3264,11457,2,2024-03-07 15:00:00,buy,138.82
2398,8424,4,2024-03-08 14:00:00,buy,859.53
77,310,3,2024-03-08 14:00:00,buy,3474.17
1134,4122,6,2024-03-08 14:00:00,buy,1803.14
2015,7180,6,2024-03-08 14:00:00,buy,10330.16
88,343,4,2024-03-08 15:00:00,buy,1960.26
628,2220,3,2024-03-09 14:00:00,buy,3424.88
809,2892,5,2024-03-09 15:00:00,buy,801.49
2853,10078,6,2024-03-09 15:00:00,buy,6970.3
2896,10297,2,2024-03-10 14:00:00,buy,7227.14
135,573,4,2024-03-10 14:00:00,buy,468.32
1793,6481,4,2024-03-10 14:00:00,buy,27417.88
1308,4795,2,2024-03-10 15:00:00,buy,1608.59
2613,9179,5,2024-03-10 15:00:00,buy,971.92
925,3390,5,2024-03-10 15:00:00,buy,1088.22
1581,5745,6,2024-03-11 14:00:00,buy,31162.1
2155,7606,1,2024-03-11 14:00:00,buy,969.99
784,2776,1,2024-03-11 14:00:00,buy,1322.92
865,3143,3,2024-03-11 14:00:00,buy,2298.04
2902,10322,4,2024-03-11 15:00:00,buy,3346.82
2804,9864,6,2024-03-12 14:00:00,buy,3154.82
15,65,6,2024-03-12 14:00:00,buy,3725.23
1175,4219,1,2024-03-12 14:00:00,buy,1484.35
2619,9190,6,2024-03-12 15:00:00,buy,730.8
873,3192,1,2024-03-13 14:00:00,buy,15354.88
489,1658,3,2024-03-13 14:00:00,buy,1796.52
2138,7534,6,2024-03-13 14:00:00,buy,1521.08
293,1075,3,2024-03-13 14:00:00,buy,3480.94
3415,11950,6,2024-03-13 14:00:00,buy,2772.72
2889,10261,4,2024-03-13 15:00:00,buy,2149.87
762,2682,4,2024-03-14 14:00:00,buy,1609.72
741,2627,3,2024-03-14 14:00:00,buy,2136.47
569,2013,5,2024-03-14 14:00:00,buy,938.93
1029,3812,6,2024-03-14 14:00:00,buy,290.8
1028,3807,6,2024-03-14 14:00:00,buy,3311.81
576,2025,2,2024-03-14 14:00:00,buy,1611.05
2469,8706,2,2024-03-14 15:00:00,buy,2384.81
1412,5285,5,2024-03-14 15:00:00,buy,1011.27
3020,10652,4,2024-03-15 14:00:00,buy,4762.1
1140,4140,6,2024-03-15 14:00:00,buy,12793.84
1543,5669,1,2024-03-15 14:00:00,buy,12194.9
2808,9894,1,2024-03-15 14:00:00,buy,10765.39
3002,10602,3,2024-03-15 14:00:00,buy,35059.18
3363,11803,2,2024-03-15 15:00:00,buy,28312.54
389,1347,8,2024-03-16 14:00:00,buy,1469.35
1272,4535,1,2024-03-16 14:00:00,buy,3226.77
910,3322,1,2024-03-16 14:00:00,buy,1726.27
401,1379,7,2024-03-16 14:00:00,buy,10178.41
458,1492,4,2024-03-16 14:00:00,buy,939.88
1474,5454,5,2024-03-16 14:00:00,buy,950.12
715,2547,6,2024-03-16 14:00:00,buy,4667.41
611,2174,1,2024-03-16 15:00:00,buy,488.95
885,3232,7,2024-03-16 15:00:00,buy,1438.96
3287,11576,6,2024-03-16 15:00:00,buy,1722.77
1021,3784,2,2024-03-17 14:00:00,buy,1458.65
2666,9357,6,2024-03-17 15:00:00,buy,3163.96
3216,11258,1,2024-03-17 15:00:00,buy,8783.07
2838,10042,2,2024-03-17 15:00:00,buy,505.95
770,2711,2,2024-03-18 14:00:00,buy,2994.08
2610,9175,5,2024-03-18 14:00:00,buy,2675.53
2083,7352,6,2024-03-18 14:00:00,buy,635.61
2336,8187,5,2024-03-18 14:00:00,buy,13951.16
3328,11736,5,2024-03-18 14:00:00,buy,1403.0
991,3670,6,2024-03-18 14:00:00,buy,2480.93
3234,11340,2,2024-03-18 15:00:00,buy,247.93
759,2680,4,2024-03-18 15:00:00,buy,612.51
1207,4344,3,2024-03-18 15:00:00,buy,1069.99
855,3085,2,2024-03-18 15:00:00,buy,1477.62
1324,4824,2,2024-03-18 15:00:00,buy,2916.64
1170,4199,4,2024-03-19 14:00:00,buy,713.03
1721,6235,5,2024-03-19 14:00:00,buy,700.01
429,1438,6,2024-03-19 14:00:00,buy,1396.92
2660,9331,5,2024-03-19 14:00:00,buy,909.71
2885,10248,4,2024-03-19 14:00:00,buy,7753.48
703,2490,4,2024-03-19 14:00:00,buy,944.24
423,1426,6,2024-03-19 15:00:00,buy,2683.53
2836,10040,1,2024-03-19 15:00:00,buy,1397.54
1803,6519,8,2024-03-20 14:00:00,buy,1452.51
2807,9868,6,2024-03-20 14:00:00,buy,3474.91
1349,4996,4,2024-03-20 14:00:00,buy,1018.1
1131,4102,2,2024-03-20 14:00:00,buy,7278.12
2284,8019,6,2024-03-20 14:00:00,buy,13751.79
2119,7450,5,2024-03-21 14:00:00,buy,357.55
3183,11147,8,2024-03-21 14:00:00,buy,2911.13
2753,9679,2,2024-03-21 14:00:00,buy,35453.93
2906,10324,7,2024-03-21 15:00:00,buy,408.9
326,1164,1,2024-03-21 15:00:00,buy,2867.99
789,2790,7,2024-03-22 11:00:00,redeem,730.53
1925,6898,2,2024-03-22 14:00:00,buy,970.94
1613,5830,1,2024-03-22 14:00:00,buy,690.29
2996,10593,2,2024-03-22 15:00:00,buy,1188.47
2812,9910,7,2024-03-22 15:00:00,buy,723.93
2827,9978,4,2024-03-23 14:00:00,buy,518.5
1587,5753,5,2024-03-23 14:00:00,buy,4713.25
2270,7973,3,2024-03-23 14:00:00,buy,11515.2
1888,6772,2,2024-03-23 15:00:00,buy,2337.76
607,2173,3,2024-03-24 14:00:00,buy,133.57
1718,6233,2,2024-03-24 14:00:00,buy,7162.11
2059,7294,5,2024-03-24 15:00:00,buy,4027.3
1939,6939,2,2024-03-24 15:00:00,buy,403.21
2616,9187,2,2024-03-24 15:00:00,buy,23108.73
639,2257,3,2024-03-24 15:00:00,buy,4735.41
2021,7202,5,2024-03-24 15:00:00,buy,2528.99
2006,7161,1,2024-03-25 14:00:00,buy,1193.62
1555,5685,1,2024-03-25 14:00:00,buy,1215.25
1210,4356,2,2024-03-25 15:00:00,buy,696.66
2521,8883,4,2024-03-25 15:00:00,buy,2088.52
2761,9741,1,2024-03-26 14:00:00,buy,4679.81
2439,8601,4,2024-03-26 14:00:00,buy,2076.33
2018,7193,7,2024-03-26 14:00:00,buy,11478.68
780,2755,3,2024-03-26 14:00:00,buy,287.39
1974,7058,1,2024-03-26 14:00:00,buy,1004.1
2756,9688,6,2024-03-26 14:00:00,buy,998.03
2084,7352,4,2024-03-26 15:00:00,buy,126.0
1576,5723,4,2024-03-26 15:00:00,buy,610.3
2287,8025,5,2024-03-27 14:00:00,buy,2909.6
995,3680,1,2024-03-27 14:00:00,buy,1318.38
424,1428,7,2024-03-27 14:00:00,buy,2460.32
202,749,8,2024-03-27 14:00:00,buy,4708.72
13,55,5,2024-03-28 14:00:00,buy,1106.13
971,3633,3,2024-03-28 14:00:00,buy,2019.78
2515,8865,5,2024-03-28 14:00:00,buy,8272.98
1776,6408,4,2024-03-28 14:00:00,buy,12412.78
2778,9782,4,2024-03-28 14:00:00,buy,9174.25
2981,10572,4,2024-03-28 15:00:00,buy,4319.56
3017,10643,2,2024-03-28 15:00:00,buy,1699.47
178,694,1,2024-03-28 15:00:00,buy,2022.01
2621,9190,2,2024-03-28 15:00:00,buy,377.11
657,2321,7,2024-03-29 14:00:00,buy,1522.61
1173,4203,1,2024-03-29 14:00:00,buy,1099.17
718,2553,1,2024-03-29 14:00:00,buy,6301.12
3077,10878,4,2024-03-29 14:00:00,buy,2475.96
790,2790,1,2024-03-29 15:00:00,buy,954.21
886,3232,1,2024-03-29 15:00:00,buy,2452.47
648,2309,2,2024-03-29 15:00:00,buy,615.51
2373,8340,4,2024-03-30 14:00:00,buy,2298.55
2627,9224,6,2024-03-30 14:00:00,buy,1626.97
570,2013,5,2024-03-30 15:00:00,buy,519.33
2538,8915,7,2024-03-30 15:00:00,buy,1993.01
2104,7397,4,2024-03-31 14:00:00,buy,1601.88
3090,10897,4,2024-03-31 14:00:00,buy,1127.63
669,2332,6,2024-03-31 14:00:00,buy,1499.76
2135,7527,6,2024-03-31 14:00:00,buy,28334.34
481,1616,3,2024-03-31 15:00:00,buy,5565.8
2294,8041,1,2024-04-01 14:00:00,buy,1142.26
796,2821,2,2024-04-01 14:00:00,buy,7887.41
2937,10409,3,2024-04-01 14:00:00,buy,4257.43
591,2135,2,2024-04-01 14:00:00,buy,6310.26
2340,8200,7,2024-04-01 15:00:00,buy,2350.53
1621,5841,3,2024-04-01 15:00:00,buy,1823.92
2386,8364,1,2024-04-02 14:00:00,buy,12364.72
3138,11034,6,2024-04-02 14:00:00,buy,2964.3
1376,5131,3,2024-04-02 14:00:00,buy,1077.75
2053,7269,6,2024-04-02 14:00:00,buy,2494.19
868,3180,8,2024-04-02 14:00:00,buy,969.19
3269,11491,1,2024-04-02 15:00:00,buy,114.25
2501,8767,1,2024-04-02 15:00:00,buy,3187.08
78,310,1,2024-04-02 15:00:00,buy,1312.18
2008,7169,6,2024-04-03 14:00:00,buy,7418.19
1986,7094,1,2024-04-03 14:00:00,buy,2177.1
3383,11892,4,2024-04-03 14:00:00,buy,10961.17
1687,6154,6,2024-04-03 14:00:00,buy,3086.44
2611,9175,2,2024-04-03 15:00:00,buy,769.85
3074,10850,5,2024-04-03 15:00:00,buy,741.02
2148,7579,6,2024-04-03 15:00:00,buy,587.05
8,27,1,2024-04-04 14:00:00,buy,5305.78
978,3647,4,2024-04-04 14:00:00,buy,752.79
633,2253,4,2024-04-04 14:00:00,buy,4763.85
1755,6340,8,2024-04-04 14:00:00,buy,895.78
1508,5579,3,2024-04-04 14:00:00,buy,6048.06
20,76,2,2024-04-04 14:00:00,buy,573.21
3069,10802,3,2024-04-04 14:00:00,buy,2136.44
1325,4824,1,2024-04-04 15:00:00,buy,1980.14
2955,10477,1,2024-04-04 15:00:00,buy,758.11
968,3601,3,2024-04-05 14:00:00,buy,485.0
3136,11026,3,2024-04-05 15:00:00,buy,1937.33
3418,11967,6,2024-04-06 14:00:00,buy,8282.62
2323,8133,1,2024-04-06 14:00:00,buy,5846.95
2240,7837,4,2024-04-06 14:00:00,buy,1214.45
1953,6983,6,2024-04-06 15:00:00,buy,1862.82
785,2776,3,2024-04-06 15:00:00,buy,549.77
3258,11422,1,2024-04-06 15:00:00,buy,1972.66
710,2516,6,2024-04-07 14:00:00,buy,3592.99
1164,4188,4,2024-04-07 14:00:00,buy,1636.37
612,2174,8,2024-04-07 15:00:00,buy,164.66
1602,5805,1,2024-04-07 15:00:00,buy,1371.79
402,1379,3,2024-04-07 15:00:00,buy,4018.37
1878,6721,1,2024-04-08 14:00:00,buy,1581.05
404,1387,6,2024-04-08 14:00:00,buy,588.9
1794,6481,3,2024-04-08 15:00:00,buy,3193.95
239,895,2,2024-04-08 15:00:00,buy,1015.95
1413,5285,6,2024-04-08 15:00:00,buy,2166.46
2620,9190,6,2024-04-09 11:00:00,redeem,380.24
2099,7394,4,2024-04-09 14:00:00,buy,4969.42
2243,7856,6,2024-04-09 14:00:00,buy,8137.04
1496,5544,6,2024-04-09 14:00:00,buy,5565.99
394,1374,7,2024-04-09 14:00:00,buy,8079.48
2120,7450,4,2024-04-09 15:00:00,buy,201.38
926,3390,2,2024-04-09 15:00:00,buy,1739.38
507,1704,2,2024-04-09 15:00:00,buy,12171.31
773,2728,3,2024-04-09 15:00:00,buy,3613.3
1019,3781,2,2024-04-09 15:00:00,buy,2665.21
2805,9864,2,2024-04-10 15:00:00,buy,1115.55
1481,5474,2,2024-04-10 15:00:00,buy,517.31
1342,4952,3,2024-04-10 15:00:00,buy,2133.69
517,1764,4,2024-04-11 14:00:00,buy,3107.39
3058,10751,6,2024-04-11 14:00:00,buy,16210.02
974,3636,6,2024-04-11 15:00:00,buy,236.66
2530,8902,3,2024-04-11 15:00:00,buy,807.02
763,2682,1,2024-04-11 15:00:00,buy,773.78
2754,9679,6,2024-04-11 15:00:00,buy,16971.06
2617,9187,3,2024-04-11 15:00:00,buy,18735.79
1391,5204,8,2024-04-11 15:00:00,buy,262.57
2177,7693,4,2024-04-12 14:00:00,buy,13026.3
198,743,6,2024-04-12 14:00:00,buy,2839.55
1236,4426,6,2024-04-12 14:00:00,buy,21389.68
3143,11046,5,2024-04-12 15:00:00,buy,1069.72
1915,6875,6,2024-04-12 15:00:00,buy,7269.26
665,2327,4,2024-04-13 14:00:00,buy,2222.67
3078,10881,6,2024-04-13 14:00:00,buy,6320.65
361,1243,4,2024-04-13 14:00:00,buy,14388.95
2324,8141,4,2024-04-13 14:00:00,buy,3406.78
1719,6233,2,2024-04-13 15:00:00,buy,3576.08
716,2547,5,2024-04-13 15:00:00,buy,2104.43
339,1193,3,2024-04-14 14:00:00,buy,1028.58
545,1879,2,2024-04-14 14:00:00,buy,5990.82
2255,7909,6,2024-04-14 14:00:00,buy,4347.1
2476,8715,1,2024-04-14 14:00:00,buy,2263.99
1681,6139,1,2024-04-14 15:00:00,buy,2582.06
1030,3812,6,2024-04-14 15:00:00,buy,100.0
1814,6538,6,2024-04-14 15:00:00,buy,665.64
827,2944,6,2024-04-15 14:00:00,buy,1540.53
1174,4205,1,2024-04-15 14:00:00,buy,1266.77
745,2636,3,2024-04-15 14:00:00,buy,5311.42
2813,9915,7,2024-04-15 14:00:00,buy,1315.25
2499,8765,2,2024-04-15 15:00:00,buy,6145.02
1458,5414,4,2024-04-15 15:00:00,buy,2810.02
1366,5087,4,2024-04-15 15:00:00,buy,1326.23
2591,9092,3,2024-04-15 15:00:00,buy,1389.59
3128,10985,5,2024-04-15 15:00:00,buy,714.28
3225,11309,1,2024-04-16 14:00:00,buy,1308.24
629,2222,4,2024-04-16 14:00:00,buy,6742.21
3141,11035,2,2024-04-16 14:00:00,buy,4328.65
1267,4503,8,2024-04-16 14:00:00,buy,4100.32
948,3462,5,2024-04-16 14:00:00,buy,5460.73
845,3035,5,2024-04-16 15:00:00,buy,764.82
2369,8323,2,2024-04-16 15:00:00,buy,973.96
1437,5368,6,2024-04-17 14:00:00,buy,4255.26
1659,6011,6,2024-04-17 14:00:00,buy,12592.83
298,1088,4,2024-04-17 14:00:00,buy,3336.52
2261,7937,5,2024-04-17 14:00:00,buy,6885.34
3095,10917,4,2024-04-17 14:00:00,buy,361.99
3065,10794,2,2024-04-17 14:00:00,buy,1252.32
1992,7130,2,2024-04-18 14:00:00,buy,2068.31
2931,10397,5,2024-04-18 14:00:00,buy,10624.28
3082,10882,5,2024-04-18 14:00:00,buy,1346.0
1410,5275,1,2024-04-18 14:00:00,buy,3625.72
2100,7394,1,2024-04-18 15:00:00,buy,2090.64
2555,9001,6,2024-04-18 15:00:00,buy,1090.82
2503,8810,1,2024-04-19 14:00:00,buy,2235.6
2185,7700,1,2024-04-19 14:00:00,buy,2551.51
1291,4736,3,2024-04-19 14:00:00,buy,2049.19
425,1428,3,2024-04-19 15:00:00,buy,221.46
592,2135,4,2024-04-19 15:00:00,buy,9526.42
2183,7699,1,2024-04-20 14:00:00,buy,792.59
1237,4426,1,2024-04-20 15:00:00,buy,5425.96
301,1108,4,2024-04-21 14:00:00,buy,10647.99
1546,5673,3,2024-04-21 14:00:00,buy,2941.98
781,2772,3,2024-04-21 14:00:00,buy,4800.91
694,2432,3,2024-04-21 15:00:00,buy,2088.95
395,1374,8,2024-04-21 15:00:00,buy,3807.42
2977,10515,7,2024-04-21 15:00:00,buy,998.06
136,573,4,2024-04-21 15:00:00,buy,180.86
3244,11374,3,2024-04-21 15:00:00,buy,4006.64
