user_id,acquisition_channel,risk_profile,city_tier,initial_cash_balance,visits_lifetime,visits_90d,content_views,buys_lifetime,buys_90d,aum,days_since_last_visit,churned_next_90d
218,organic,balanced,T1,6475.44,3,1,2,0,0,0.0,16,0
219,social,balanced,T2,5354.68,0,0,0,0,0,0.0,236,0
220,organic,aggressive,T2,16567.53,6,0,2,3,0,8846.130000000001,156,1
224,paid_search,aggressive,T2,25875.67,10,1,6,0,0,0.0,83,1
225,paid_search,balanced,T3+,9809.44,0,0,0,0,0,0.0,95,0
226,paid_search,aggressive,T1,6942.79,2,0,1,0,0,0.0,221,1
227,bank_partner,balanced,T2,6260.01,5,0,1,0,0,0.0,110,0
228,organic,cautious,T3+,8742.08,3,0,1,0,0,0.0,155,0
229,organic,aggressive,T1,3922.46,2,0,1,0,0,0.0,129,1
230,referral,balanced,T1,10121.13,1,0,0,0,0,0.0,134,1
231,referral,balanced,T2,20253.92,2,1,1,0,0,0.0,49,1
232,paid_search,aggressive,T2,6527.78,3,2,1,0,0,0.0,7,1
233,referral,balanced,T2,7136.73,3,0,0,0,0,0.0,129,1
234,organic,balanced,T2,12252.99,1,0,0,0,0,0.0,259,1
236,paid_search,aggressive,T2,8646.2,1,0,0,0,0,0.0,183,1
237,organic,balanced,T2,27861.65,0,0,0,0,0,0.0,188,1
239,social,balanced,T2,42738.89,3,0,1,0,0,0.0,139,1
240,organic,cautious,T1,12297.05,3,0,1,0,0,0.0,126,1
241,referral,cautious,T2,38585.68,7,3,5,2,1,13150.560000000001,53,1
242,organic,balanced,T2,32397.2,7,0,3,1,0,6371.35,98,0
243,paid_search,aggressive,T2,1209.17,5,0,0,0,0,0.0,145,1
244,organic,aggressive,T1,13381.49,3,2,2,0,0,0.0,74,0
245,organic,aggressive,T2,8948.23,2,0,0,0,0,0.0,91,1
247,referral,cautious,T3+,9054.27,1,0,0,0,0,0.0,175,0
248,paid_search,balanced,T2,7568.48,1,0,1,0,0,0.0,181,1
250,bank_partner,balanced,T1,10268.42,2,0,0,0,0,0.0,248,1
251,paid_search,aggressive,T3+,3954.93,1,0,0,0,0,0.0,116,1
252,organic,cautious,T2,1684.43,5,1,2,0,0,0.0,21,0
253,organic,cautious,T3+,5442.14,3,1,1,0,0,0.0,89,1
256,paid_search,balanced,T3+,8580.7,4,2,2,0,0,0.0,42,0
257,social,cautious,T3+,6917.56,2,0,0,0,0,0.0,262,1
260,organic,cautious,T2,7781.13,0,0,0,0,0,0.0,358,1
261,organic,cautious,T1,1817.17,3,0,1,0,0,0.0,275,1
262,referral,aggressive,T2,21532.31,1,1,0,0,0,0.0,65,0
263,bank_partner,balanced,T3+,39132.63,8,1,3,0,0,0.0,77,1
264,organic,cautious,T1,5353.75,5,3,0,0,0,0.0,57,1
265,bank_partner,balanced,T2,6795.91,1,0,0,0,0,0.0,261,1
266,social,cautious,T1,14463.05,2,2,2,0,0,0.0,47,1
267,organic,balanced,T1,10258.92,2,0,0,0,0,0.0,229,1
268,bank_partner,balanced,T2,29028.92,1,0,0,0,0,0.0,124,0
270,paid_search,balanced,T3+,11012.54,1,0,0,0,0,0.0,107,1
271,paid_search,aggressive,T1,27958.58,1,0,0,0,0,0.0,326,1
272,bank_partner,cautious,T2,4460.97,2,2,2,0,0,0.0,63,0
275,referral,cautious,T3+,25933.55,5,4,2,0,0,0.0,27,0
276,social,balanced,T1,17177.48,2,0,1,0,0,0.0,116,1
277,paid_search,balanced,T1,4670.78,4,1,2,0,0,0.0,63,1
278,referral,balanced,T2,13081.34,2,0,0,0,0,0.0,238,1
279,bank_partner,cautious,T2,7034.85,1,1,0,0,0,0.0,41,0
280,referral,aggressive,T2,11111.52,8,1,3,0,0,0.0,82,1
281,social,cautious,T1,7935.65,7,0,4,0,0,0.0,134,1
282,organic,aggressive,T2,2642.27,3,3,2,0,0,0.0,49,1
283,referral,balanced,T1,18681.24,1,0,0,0,0,0.0,165,1
284,paid_search,balanced,T1,7581.93,10,3,5,1,0,1322.28,15,0
285,bank_partner,cautious,T2,6768.9,2,0,1,0,0,0.0,94,1
286,organic,balanced,T2,42792.86,5,1,3,0,0,0.0,47,0
287,organic,balanced,T2,3944.49,2,0,1,0,0,0.0,206,1
288,referral,cautious,T1,2398.58,1,0,1,0,0,0.0,106,1
289,social,cautious,T1,3668.17,6,0,3,0,0,0.0,160,1
290,organic,balanced,T3+,30121.99,3,0,1,0,0,0.0,132,0
291,referral,balanced,T1,21317.9,5,0,1,0,0,0.0,91,0
292,organic,cautious,T2,16264.89,0,0,0,0,0,0.0,168,0
294,referral,cautious,T1,2398.17,2,0,0,0,0,0.0,96,1
295,social,cautious,T1,9652.14,11,3,5,1,0,1726.83,20,1
296,social,aggressive,T1,20965.82,3,0,2,0,0,0.0,232,1
297,organic,cautious,T3+,1466.01,10,10,6,2,2,310.53999999999996,38,0
298,organic,aggressive,T2,19222.28,5,0,1,0,0,0.0,178,1
299,organic,balanced,T2,33116.0,0,0,0,0,0,0.0,117,1
300,organic,balanced,T1,2335.07,0,0,0,0,0,0.0,228,1
301,organic,cautious,T1,8915.8,2,1,1,0,0,0.0,41,1
303,organic,balanced,T1,19030.82,2,0,0,0,0,0.0,151,1
305,referral,aggressive,T2,33898.69,4,0,3,0,0,0.0,193,1
306,paid_search,balanced,T3+,3568.77,5,0,1,0,0,0.0,105,1
307,referral,balanced,T2,3946.33,5,0,0,0,0,0.0,91,0
308,organic,aggressive,T1,7879.61,4,4,1,0,0,0.0,14,0
309,paid_search,cautious,T1,5468.18,1,1,1,0,0,0.0,84,1
310,referral,cautious,T3+,12455.26,7,0,4,3,0,5074.22,106,1
311,organic,balanced,T1,14948.97,2,0,0,0,0,0.0,144,1
314,organic,balanced,T1,24831.82,7,2,4,0,0,0.0,54,0
315,organic,aggressive,T3+,18197.9,2,2,2,0,0,0.0,79,0
316,bank_partner,balanced,T3+,500.0,2,0,0,0,0,0.0,107,0
317,paid_search,cautious,T1,2662.49,4,1,0,0,0,0.0,57,0
318,organic,cautious,T1,3279.11,3,0,1,0,0,0.0,169,1
319,organic,cautious,T1,28062.81,9,0,4,2,0,15021.67,91,0
320,organic,cautious,T1,33566.9,11,1,4,0,0,0.0,51,1
321,paid_search,balanced,T3+,13011.68,6,3,0,0,0,0.0,11,1
322,referral,cautious,T1,31879.21,3,0,3,0,0,0.0,302,1
323,paid_search,balanced,T1,3308.71,4,1,1,0,0,0.0,47,1
324,bank_partner,balanced,T2,9827.33,4,0,2,0,0,0.0,120,1
325,bank_partner,cautious,T2,7162.33,6,4,2,0,0,0.0,12,0
326,organic,cautious,T2,53690.21,0,0,0,0,0,0.0,257,1
330,paid_search,cautious,T3+,23634.04,3,0,1,0,0,0.0,97,1
332,social,cautious,T2,6715.86,2,2,0,0,0,0.0,14,1
334,paid_search,balanced,T2,136956.53,1,0,0,0,0,0.0,166,1
335,paid_search,aggressive,T2,6859.57,3,0,1,0,0,0.0,137,1
337,bank_partner,cautious,T3+,10857.32,2,2,1,0,0,0.0,6,0
338,social,balanced,T2,9065.43,3,2,2,0,0,0.0,57,0
339,paid_search,balanced,T3+,34641.9,4,2,2,0,0,0.0,80,0
341,bank_partner,cautious,T2,6028.95,2,0,1,0,0,0.0,177,1
342,paid_search,balanced,T1,20201.39,3,1,1,0,0,0.0,77,1
343,social,balanced,T3+,37953.37,11,1,2,2,0,14534.94,17,1
344,bank_partner,balanced,T1,15126.98,1,0,0,0,0,0.0,257,0
346,organic,cautious,T2,2832.34,3,0,2,0,0,0.0,185,1
347,social,cautious,T1,3841.48,2,1,1,0,0,0.0,66,1
348,paid_search,balanced,T3+,34723.14,1,0,0,0,0,0.0,294,1
353,paid_search,cautious,T1,12859.87,3,2,1,0,0,0.0,74,0
354,bank_partner,cautious,T3+,9946.89,4,0,1,0,0,0.0,151,1
356,organic,balanced,T3+,4974.17,4,0,1,0,0,0.0,135,1
357,bank_partner,aggressive,T3+,1797.01,1,0,0,0,0,0.0,326,1
358,bank_partner,aggressive,T1,24351.07,0,0,0,0,0,0.0,208,1
359,referral,balanced,T1,4072.49,1,1,0,0,0,0.0,0,1
360,paid_search,cautious,T2,1444.27,2,0,2,0,0,0.0,107,0
361,paid_search,aggressive,T1,2879.64,1,1,0,0,0,0.0,65,1
362,referral,aggressive,T2,156037.66,2,0,1,0,0,0.0,113,1
363,organic,cautious,T1,12550.53,3,1,0,0,0,0.0,24,1
366,organic,balanced,T2,678.18,1,0,1,0,0,0.0,92,0
367,referral,aggressive,T3+,9272.73,4,0,1,0,0,0.0,108,1
368,referral,balanced,T2,60152.93,6,2,1,0,0,0.0,1,0
369,organic,cautious,T3+,8866.02,0,0,0,0,0,0.0,116,0
370,organic,cautious,T3+,23584.63,6,2,1,0,0,0.0,8,1
372,organic,cautious,T3+,2590.04,5,1,5,1,0,684.23,0,1
373,social,balanced,T2,6778.47,4,2,0,0,0,0.0,89,0
374,social,balanced,T1,6159.97,3,1,2,0,0,0.0,80,1
376,social,balanced,T1,3315.2,5,2,0,0,0,0.0,55,0
378,social,balanced,T3+,4327.22,1,0,0,0,0,0.0,209,1
379,organic,balanced,T3+,8748.61,0,0,0,0,0,0.0,113,0
380,organic,cautious,T3+,80829.98,10,6,3,1,1,22687.8,43,0
381,social,balanced,T3+,7632.36,3,0,0,0,0,0.0,241,1
382,paid_search,balanced,T2,19635.25,3,0,1,0,0,0.0,121,1
384,social,balanced,T1,11468.78,3,0,3,0,0,0.0,140,1
385,paid_search,balanced,T1,1672.66,0,0,0,0,0,0.0,143,1
386,bank_partner,balanced,T3+,12519.56,8,0,4,0,0,0.0,162,0
388,paid_search,balanced,T1,18400.29,2,2,2,0,0,0.0,47,0
389,social,cautious,T1,7736.15,2,0,2,0,0,0.0,94,0
390,referral,balanced,T1,19442.13,0,0,0,0,0,0.0,339,1
391,paid_search,balanced,T2,7155.0,3,1,1,0,0,0.0,43,1
392,social,balanced,T1,8322.07,10,0,5,1,0,2777.08,95,1
393,paid_search,balanced,T2,15921.67,1,0,0,0,0,0.0,209,1
394,paid_search,cautious,T1,3511.08,4,0,1,0,0,0.0,276,1
396,organic,cautious,T2,10221.16,17,1,13,2,1,2841.96,86,1
397,organic,aggressive,T2,1064.08,0,0,0,0,0,0.0,245,0
398,bank_partner,aggressive,T2,34427.5,3,0,1,0,0,0.0,137,1
399,organic,cautious,T1,501.27,1,0,1,0,0,0.0,259,0
400,social,cautious,T2,8292.77,2,0,0,0,0,0.0,155,1
401,paid_search,cautious,T2,2129.58,8,2,3,2,1,838.5,47,0
402,paid_search,balanced,T3+,1748.22,5,0,2,0,0,0.0,288,1
403,organic,balanced,T2,20507.16,1,1,1,0,0,0.0,61,1
404,organic,balanced,T1,13404.5,1,0,1,0,0,0.0,301,1
405,paid_search,cautious,T2,22466.02,1,0,0,0,0,0.0,112,1
406,organic,cautious,T2,8898.25,2,1,1,0,0,0.0,51,0
407,organic,balanced,T1,8995.7,5,1,2,0,0,0.0,32,1
408,organic,balanced,T3+,3018.88,3,0,2,0,0,0.0,144,1
409,organic,cautious,T3+,66336.65,6,1,1,0,0,0.0,84,0
411,social,balanced,T2,54962.8,3,0,2,0,0,0.0,142,1
413,organic,balanced,T2,4624.63,7,0,0,0,0,0.0,201,1
416,paid_search,aggressive,T2,10005.7,0,0,0,0,0,0.0,192,0
417,referral,aggressive,T3+,1939.73,1,0,0,0,0,0.0,184,1
418,paid_search,balanced,T2,96292.99,3,1,0,2,0,19993.82,29,1
420,bank_partner,balanced,T1,16015.61,1,0,0,0,0,0.0,130,1
421,paid_search,cautious,T2,17177.99,3,1,2,0,0,0.0,50,1
422,social,cautious,T1,12425.65,5,0,1,0,0,0.0,103,1
425,paid_search,balanced,T3+,1398.19,3,0,1,0,0,0.0,98,1
426,paid_search,balanced,T3+,5797.85,0,0,0,0,0,0.0,236,1
427,organic,cautious,T2,19642.74,5,1,1,0,0,0.0,88,1
428,organic,balanced,T1,9188.35,1,0,0,0,0,0.0,144,1
429,organic,balanced,T3+,7255.45,7,1,3,0,0,0.0,65,0
430,social,balanced,T1,17497.18,0,0,0,0,0,0.0,140,1
433,social,aggressive,T1,29677.28,1,0,0,0,0,0.0,100,0
435,paid_search,balanced,T2,7951.35,0,0,0,0,0,0.0,137,1
436,organic,balanced,T3+,6744.6,4,1,2,0,0,0.0,22,1
437,organic,balanced,T2,7121.38,0,0,0,0,0,0.0,135,1
439,organic,cautious,T1,3421.22,4,2,2,0,0,0.0,27,1
440,referral,balanced,T1,12535.54,4,1,0,0,0,0.0,64,0
442,referral,balanced,T3+,6694.51,3,1,0,0,0,0.0,12,1
443,paid_search,cautious,T2,2654.7,4,0,1,0,0,0.0,210,1
444,social,aggressive,T3+,55077.42,5,0,2,0,0,0.0,103,1
445,paid_search,balanced,T1,2845.42,2,0,0,0,0,0.0,241,0
446,organic,balanced,T3+,27210.02,4,0,1,0,0,0.0,190,0
447,organic,cautious,T3+,1222.2,6,0,3,0,0,0.0,152,1
448,bank_partner,balanced,T2,14970.01,2,2,1,0,0,0.0,14,1
450,referral,balanced,T2,29622.01,2,2,1,0,0,0.0,48,0
451,social,aggressive,T3+,4307.7,3,1,1,0,0,0.0,72,1
453,referral,cautious,T2,8345.2,4,0,1,0,0,0.0,126,0
454,paid_search,aggressive,T1,3896.99,4,0,1,0,0,0.0,168,1
456,organic,balanced,T3+,977.68,0,0,0,0,0,0.0,133,0
457,referral,balanced,T2,5661.77,1,1,0,0,0,0.0,35,1
458,organic,aggressive,T1,6125.2,4,4,2,1,1,603.19,4,0
459,organic,balanced,T3+,14705.73,3,0,2,0,0,0.0,195,1
460,paid_search,cautious,T3+,4302.85,2,1,0,0,0,0.0,70,1
462,bank_partner,aggressive,T3+,31084.66,5,1,4,0,0,0.0,30,1
463,organic,balanced,T2,7026.59,6,0,2,4,1,3336.55,148,0
466,paid_search,balanced,T2,1451.2,4,0,1,0,0,0.0,162,0
467,organic,balanced,T3+,30513.92,0,0,0,0,0,0.0,227,1
468,organic,cautious,T2,63824.45,2,1,1,0,0,0.0,39,1
469,social,cautious,T2,38756.15,9,0,3,4,0,16521.19,158,1
470,paid_search,balanced,T2,35274.14,3,0,0,0,0,0.0,164,1
472,organic,balanced,T3+,11568.7,5,5,2,0,0,0.0,56,0
473,referral,aggressive,T2,500.0,3,1,2,0,0,0.0,72,1
475,social,cautious,T3+,4305.85,0,0,0,0,0,0.0,215,1
476,organic,cautious,T2,4211.66,2,0,1,0,0,0.0,174,1
477,organic,cautious,T3+,18983.58,3,0,1,0,0,0.0,192,0
478,referral,cautious,T2,10936.33,4,0,1,0,0,0.0,250,1
480,organic,balanced,T2,20522.99,2,0,0,0,0,0.0,184,0
481,paid_search,balanced,T1,17939.27,0,0,0,0,0,0.0,174,1
482,paid_search,cautious,T2,7146.62,2,1,1,0,0,0.0,11,1
483,social,cautious,T2,2115.92,2,1,1,0,0,0.0,83,1
484,bank_partner,cautious,T3+,2205.96,1,0,0,0,0,0.0,106,1
485,social,cautious,T2,9335.09,2,0,0,0,0,0.0,152,1
486,paid_search,balanced,T2,14940.56,3,1,2,0,0,0.0,44,1
487,social,aggressive,T2,1282.58,1,0,0,0,0,0.0,119,1
488,organic,balanced,T2,5464.57,1,0,0,0,0,0.0,133,1
489,organic,cautious,T2,5720.63,5,0,2,0,0,0.0,110,0
490,organic,cautious,T2,11049.36,7,1,2,4,2,7658.49,33,0
491,organic,aggressive,T2,27061.19,2,0,0,0,0,0.0,154,1
492,referral,balanced,T2,4332.41,0,0,0,0,0,0.0,221,0
493,social,balanced,T1,3200.72,1,0,1,0,0,0.0,221,0
