user_id,risk_profile,acquisition_channel,aum,buy_frequency,last_buy_at,aum_quartile,frequency_quartile,strategy_segment
2468,cautious,organic,18117.96,2,2025-02-04 15:00:00,4,2,growth_investor
10751,balanced,referral,18066.03,2,2024-06-04 15:00:00,4,3,high_value_at_risk
11104,cautious,social,18049.44,4,2024-10-24 15:00:00,4,4,high_value_at_risk
3296,balanced,paid_search,17980.85,1,2024-11-17 14:00:00,4,1,high_value_at_risk
2423,cautious,organic,17934.81,3,2025-01-20 15:00:00,4,3,high_value_active
5944,cautious,paid_search,17898.8,2,2025-02-11 15:00:00,4,2,growth_investor
11258,balanced,bank_partner,17807.61,2,2024-03-17 15:00:00,4,3,high_value_at_risk
2337,aggressive,paid_search,17775.71,3,2025-01-30 15:00:00,4,3,high_value_active
3793,balanced,referral,17775.63,2,2025-03-24 15:00:00,4,2,growth_investor
2540,balanced,organic,17723.12,1,2024-08-10 14:00:00,4,1,high_value_at_risk
4702,cautious,organic,17678.57,2,2024-09-07 15:00:00,4,2,high_value_at_risk
5181,balanced,bank_partner,17652.46,1,2024-05-26 14:00:00,4,1,high_value_at_risk
6855,balanced,bank_partner,17604.75,3,2024-09-17 15:00:00,4,4,high_value_at_risk
7829,balanced,bank_partner,17355.46,4,2024-10-16 15:00:00,4,4,high_value_at_risk
10276,cautious,referral,17312.01,2,2025-02-10 15:00:00,4,3,high_value_active
5843,cautious,bank_partner,17160.75,2,2024-04-23 15:00:00,4,2,high_value_at_risk
8865,aggressive,organic,17131.06,4,2024-11-06 15:00:00,4,4,high_value_at_risk
6701,balanced,organic,17113.99,1,2025-01-24 14:00:00,4,1,growth_investor
7091,aggressive,paid_search,17074.24,1,2024-08-27 14:00:00,4,1,high_value_at_risk
1374,cautious,paid_search,17042.45,4,2024-07-03 15:00:00,4,4,high_value_at_risk
2135,balanced,bank_partner,17011.52,3,2024-07-08 15:00:00,4,3,high_value_at_risk
8019,balanced,organic,16971.42,2,2024-05-08 15:00:00,4,3,high_value_at_risk
2097,balanced,organic,16829.69,1,2024-11-20 14:00:00,4,1,high_value_at_risk
3007,aggressive,organic,16824.25,4,2025-02-14 15:00:00,4,4,high_value_active
853,balanced,organic,16816.98,2,2024-08-16 15:00:00,4,2,high_value_at_risk
8083,aggressive,bank_partner,16795.88,2,2024-10-07 15:00:00,4,3,high_value_at_risk
8592,cautious,organic,16663.12,3,2025-02-07 15:00:00,4,4,high_value_active
5681,balanced,social,16640.27,4,2024-11-19 15:00:00,4,4,high_value_at_risk
3399,cautious,social,16603.31,2,2025-01-26 15:00:00,4,2,growth_investor
10796,balanced,organic,16568.07,1,2024-02-14 14:00:00,4,2,high_value_at_risk
6105,aggressive,referral,16521.25,3,2024-08-02 15:00:00,4,4,high_value_at_risk
469,cautious,social,16521.19,4,2024-09-20 15:00:00,4,4,high_value_at_risk
5600,aggressive,organic,16514.64,2,2024-08-05 15:00:00,4,2,high_value_at_risk
18,balanced,paid_search,16458.71,5,2024-07-14 15:00:00,4,4,high_value_at_risk
11829,balanced,paid_search,16423.42,2,2024-10-03 15:00:00,4,3,high_value_at_risk
10197,balanced,social,16245.97,1,2024-12-09 14:00:00,4,1,high_value_at_risk
1125,cautious,organic,16208.59,4,2024-08-11 15:00:00,4,4,high_value_at_risk
8916,balanced,paid_search,16135.0,4,2024-11-17 15:00:00,4,4,high_value_at_risk
11138,cautious,paid_search,16119.42,3,2024-09-18 15:00:00,4,4,high_value_at_risk
11992,balanced,organic,16106.06,4,2025-02-24 15:00:00,4,4,high_value_active
5705,balanced,referral,16001.17,5,2025-03-20 15:00:00,4,4,high_value_active
6442,balanced,organic,15980.68,3,2025-03-23 15:00:00,4,4,high_value_active
3789,balanced,referral,15880.38,1,2025-01-03 14:00:00,4,1,growth_investor
7832,cautious,organic,15856.69,2,2024-08-14 15:00:00,4,3,high_value_at_risk
7180,balanced,paid_search,15650.25,3,2024-06-14 15:00:00,4,4,high_value_at_risk
6011,balanced,paid_search,15478.11,2,2024-05-14 15:00:00,4,2,high_value_at_risk
6677,balanced,referral,15454.24,3,2025-01-24 15:00:00,4,4,high_value_active
10261,aggressive,social,15434.32,3,2024-03-13 15:00:00,4,4,high_value_at_risk
6708,aggressive,organic,15417.21,2,2025-02-17 15:00:00,4,2,growth_investor
3192,balanced,organic,15354.88,1,2024-03-13 14:00:00,4,1,high_value_at_risk
10932,balanced,social,15273.06,3,2025-03-13 15:00:00,4,4,high_value_active
1357,cautious,social,15267.68,2,2024-11-10 15:00:00,4,2,high_value_at_risk
9437,cautious,referral,15146.86,3,2024-11-18 15:00:00,4,4,high_value_at_risk
7856,balanced,paid_search,15124.67,3,2024-07-16 15:00:00,4,4,high_value_at_risk
11225,cautious,bank_partner,15079.65,1,2024-05-03 14:00:00,4,2,high_value_at_risk
319,cautious,organic,15021.67,2,2024-09-19 15:00:00,4,2,high_value_at_risk
4520,balanced,organic,14958.84,3,2024-08-01 15:00:00,4,3,high_value_at_risk
6176,balanced,social,14862.35,2,2024-11-22 15:00:00,4,2,high_value_at_risk
8608,balanced,organic,14698.44,3,2024-09-09 15:00:00,4,4,high_value_at_risk
4372,balanced,paid_search,14583.72,3,2025-01-24 15:00:00,4,3,high_value_active
7953,aggressive,social,14551.22,4,2025-02-10 15:00:00,4,4,high_value_active
343,balanced,social,14534.94,2,2024-03-08 15:00:00,4,2,high_value_at_risk
11425,balanced,organic,14533.84,2,2024-08-19 15:00:00,4,3,high_value_at_risk
11820,balanced,bank_partner,14476.43,3,2024-07-22 15:00:00,4,4,high_value_at_risk
170,aggressive,referral,14459.68,4,2025-01-19 15:00:00,4,4,high_value_active
3828,balanced,organic,14397.38,2,2025-01-22 15:00:00,4,2,growth_investor
1243,balanced,social,14388.95,1,2024-04-13 14:00:00,4,1,high_value_at_risk
1205,balanced,organic,14383.34,3,2025-01-05 15:00:00,4,3,high_value_active
11399,cautious,bank_partner,14332.28,2,2024-09-01 15:00:00,4,3,high_value_at_risk
8194,cautious,bank_partner,14211.81,2,2025-02-13 15:00:00,4,3,high_value_active
1379,cautious,bank_partner,14196.78,2,2024-04-07 15:00:00,4,2,high_value_at_risk
1452,balanced,organic,14175.45,3,2024-08-23 15:00:00,4,3,high_value_at_risk
7202,aggressive,social,14142.68,3,2024-04-30 15:00:00,4,4,high_value_at_risk
11493,cautious,paid_search,14087.66,3,2025-03-04 15:00:00,4,4,high_value_active
10979,cautious,bank_partner,14063.63,3,2024-08-21 15:00:00,4,4,high_value_at_risk
629,balanced,organic,14055.23,2,2024-12-21 15:00:00,4,2,high_value_at_risk
1010,cautious,organic,14037.3,2,2025-02-15 15:00:00,4,2,growth_investor
5826,aggressive,paid_search,14004.32,5,2025-03-09 15:00:00,4,4,high_value_active
9902,balanced,bank_partner,14002.87,2,2024-08-04 15:00:00,4,3,high_value_at_risk
8915,cautious,social,13959.69,3,2024-05-05 15:00:00,4,4,high_value_at_risk
8187,aggressive,social,13951.16,1,2024-03-18 14:00:00,4,1,high_value_at_risk
10905,cautious,social,13945.32,2,2025-01-11 15:00:00,4,3,high_value_active
11576,aggressive,organic,13939.69,3,2024-03-16 15:00:00,4,4,high_value_at_risk
11588,cautious,organic,13903.85,2,2024-08-25 15:00:00,4,3,high_value_at_risk
2343,balanced,paid_search,13832.29,2,2024-06-22 15:00:00,4,2,high_value_at_risk
9311,balanced,referral,13812.5,3,2024-11-29 15:00:00,4,4,high_value_at_risk
10314,aggressive,paid_search,13796.53,1,2024-09-26 14:00:00,4,1,high_value_at_risk
8426,balanced,bank_partner,13787.53,2,2024-08-10 15:00:00,4,3,high_value_at_risk
1129,balanced,bank_partner,13711.06,3,2025-01-20 15:00:00,4,3,high_value_active
7193,cautious,paid_search,13693.26,2,2024-06-28 15:00:00,4,3,high_value_at_risk
5463,cautious,organic,13637.98,2,2025-01-19 15:00:00,4,2,growth_investor
1488,balanced,bank_partner,13634.6,3,2024-12-16 15:00:00,4,3,high_value_at_risk
2090,aggressive,referral,13603.54,4,2025-01-31 15:00:00,4,4,high_value_active
10069,cautious,social,13595.74,3,2025-02-24 15:00:00,4,4,high_value_active
6861,cautious,social,13482.51,3,2024-05-31 15:00:00,4,4,high_value_at_risk
8824,aggressive,paid_search,13467.31,3,2025-01-20 15:00:00,4,4,high_value_active
694,cautious,organic,13450.69,2,2024-03-28 15:00:00,4,2,high_value_at_risk
4401,aggressive,social,13446.76,6,2024-12-02 15:00:00,4,4,high_value_at_risk
7237,balanced,referral,13439.81,2,2024-11-02 15:00:00,4,3,high_value_at_risk
1789,cautious,social,13376.32,2,2024-06-09 15:00:00,4,2,high_value_at_risk
11724,balanced,organic,13330.46,3,2024-08-23 15:00:00,4,4,high_value_at_risk
1413,balanced,paid_search,13297.87,1,2024-09-03 14:00:00,4,1,high_value_at_risk
10248,balanced,referral,13294.32,2,2024-05-26 15:00:00,4,3,high_value_at_risk
8229,cautious,organic,13289.96,3,2024-12-31 15:00:00,4,4,high_value_active
8971,balanced,organic,13238.26,1,2024-11-28 14:00:00,4,1,high_value_at_risk
1298,balanced,organic,13227.3,2,2024-09-13 15:00:00,4,2,high_value_at_risk
4445,cautious,social,13208.91,1,2024-02-25 14:00:00,4,1,high_value_at_risk
241,cautious,referral,13150.56,2,2024-12-05 15:00:00,4,2,high_value_at_risk
820,cautious,referral,13150.13,2,2024-12-07 15:00:00,4,2,high_value_at_risk
2728,balanced,bank_partner,13098.67,2,2024-04-09 15:00:00,4,2,high_value_at_risk
11919,balanced,paid_search,13005.93,4,2025-03-27 15:00:00,4,4,high_value_active
5942,cautious,organic,12970.22,3,2024-06-25 15:00:00,4,4,high_value_at_risk
9428,cautious,organic,12940.34,1,2024-10-01 14:00:00,4,1,high_value_at_risk
11383,cautious,referral,12842.78,4,2025-03-12 15:00:00,4,4,high_value_active
11891,cautious,organic,12828.67,2,2025-02-24 15:00:00,4,3,high_value_active
2222,aggressive,referral,12724.89,3,2024-06-06 15:00:00,4,3,high_value_at_risk
8706,aggressive,referral,12711.31,5,2024-08-02 15:00:00,4,4,high_value_at_risk
7937,aggressive,organic,12678.55,4,2024-11-01 15:00:00,4,4,high_value_at_risk
1614,aggressive,organic,12635.29,2,2025-03-05 15:00:00,4,2,growth_investor
5533,balanced,referral,12616.83,2,2025-01-06 15:00:00,4,2,growth_investor
10232,cautious,organic,12607.28,2,2025-01-07 15:00:00,4,3,high_value_active
9317,cautious,bank_partner,12555.0,1,2024-02-14 14:00:00,4,1,high_value_at_risk
5323,balanced,organic,12554.16,2,2024-05-23 15:00:00,4,2,high_value_at_risk
10690,cautious,referral,12487.02,1,2024-10-24 14:00:00,4,2,high_value_at_risk
1429,aggressive,organic,12447.09,3,2024-12-23 15:00:00,4,3,high_value_at_risk
11905,balanced,bank_partner,12429.66,3,2025-02-27 15:00:00,4,4,high_value_active
1320,balanced,bank_partner,12424.12,2,2024-09-25 15:00:00,4,2,high_value_at_risk
6408,balanced,organic,12412.78,1,2024-03-28 14:00:00,4,1,high_value_at_risk
8364,cautious,paid_search,12364.72,1,2024-04-02 14:00:00,4,1,high_value_at_risk
9273,cautious,paid_search,12263.36,4,2025-03-04 15:00:00,4,4,high_value_active
9523,balanced,paid_search,12212.33,3,2024-10-25 15:00:00,4,4,high_value_at_risk
1207,aggressive,paid_search,12187.9,2,2025-02-09 15:00:00,4,2,growth_investor
11726,cautious,bank_partner,12182.08,2,2024-08-08 15:00:00,4,3,high_value_at_risk
9020,balanced,organic,12165.01,2,2025-03-05 15:00:00,4,3,high_value_active
11750,aggressive,referral,12124.14,3,2024-07-05 15:00:00,4,4,high_value_at_risk
5755,cautious,social,12081.29,3,2024-11-06 15:00:00,4,4,high_value_at_risk
7394,balanced,organic,12041.32,5,2024-10-08 15:00:00,4,4,high_value_at_risk
1583,cautious,organic,12039.12,2,2024-07-17 15:00:00,4,2,high_value_at_risk
5207,balanced,organic,12031.85,3,2025-02-20 15:00:00,4,3,high_value_active
10026,balanced,paid_search,12023.92,1,2024-08-18 14:00:00,4,1,high_value_at_risk
4824,cautious,organic,12005.58,3,2024-04-04 15:00:00,4,3,high_value_at_risk
8200,cautious,organic,12000.53,3,2024-04-24 15:00:00,4,4,high_value_at_risk
6146,balanced,bank_partner,11988.06,1,2024-10-20 14:00:00,4,1,high_value_at_risk
2326,balanced,paid_search,11900.11,3,2025-03-12 15:00:00,4,3,high_value_active
1658,balanced,bank_partner,11796.23,5,2024-10-27 15:00:00,4,4,high_value_at_risk
5635,cautious,bank_partner,11795.81,2,2024-08-18 15:00:00,4,2,high_value_at_risk
3292,balanced,social,11728.93,1,2024-06-25 14:00:00,4,1,high_value_at_risk
3523,cautious,referral,11712.79,4,2025-02-13 15:00:00,4,4,high_value_active
11304,aggressive,bank_partner,11711.59,3,2024-09-25 15:00:00,4,4,high_value_at_risk
6147,balanced,paid_search,11689.38,2,2025-01-04 15:00:00,4,2,growth_investor
8818,cautious,paid_search,11662.11,2,2024-09-01 15:00:00,4,3,high_value_at_risk
1948,balanced,paid_search,11616.24,2,2024-09-05 15:00:00,4,2,high_value_at_risk
10893,cautious,paid_search,11559.93,1,2024-06-30 14:00:00,4,2,high_value_at_risk
11160,balanced,paid_search,11494.94,2,2024-11-02 15:00:00,4,3,high_value_at_risk
6296,balanced,organic,11491.07,4,2025-02-27 15:00:00,4,4,high_value_active
5707,aggressive,referral,11375.35,1,2024-09-30 14:00:00,4,1,high_value_at_risk
11283,aggressive,referral,11362.85,3,2024-10-27 15:00:00,4,4,high_value_at_risk
9405,balanced,organic,11309.62,3,2025-02-24 15:00:00,4,4,high_value_active
4369,cautious,paid_search,11233.92,2,2025-01-05 15:00:00,4,2,growth_investor
7864,balanced,organic,11201.39,2,2024-06-03 15:00:00,4,3,high_value_at_risk
10441,aggressive,paid_search,11176.22,3,2025-03-14 15:00:00,4,4,high_value_active
10088,balanced,organic,11081.01,3,2024-07-05 15:00:00,4,4,high_value_at_risk
6999,balanced,social,11016.25,1,2024-06-13 14:00:00,4,1,high_value_at_risk
10720,balanced,organic,10963.54,3,2025-01-24 15:00:00,4,4,high_value_active
11892,balanced,organic,10961.17,1,2024-04-03 14:00:00,4,2,high_value_at_risk
4298,aggressive,bank_partner,10928.08,3,2024-06-01 15:00:00,4,3,high_value_at_risk
3825,aggressive,organic,10890.16,3,2024-12-16 15:00:00,4,3,high_value_at_risk
10587,balanced,social,10831.54,2,2024-11-26 15:00:00,4,3,high_value_at_risk
2037,cautious,paid_search,10822.38,1,2024-06-09 14:00:00,4,1,high_value_at_risk
9894,balanced,social,10765.39,1,2024-03-15 14:00:00,4,1,high_value_at_risk
1411,cautious,referral,10753.39,2,2024-07-22 15:00:00,4,2,high_value_at_risk
8053,cautious,paid_search,10748.77,3,2024-09-30 15:00:00,4,4,high_value_at_risk
1108,balanced,organic,10647.99,1,2024-04-21 14:00:00,4,1,high_value_at_risk
8902,balanced,organic,10637.93,3,2024-05-23 15:00:00,4,4,high_value_at_risk
6171,balanced,bank_partner,10608.83,1,2024-05-02 14:00:00,4,1,high_value_at_risk
