user_id,registered_at,acquisition_channel,risk_profile,account_opened_at,first_buy_at,buy_count,last_visit_at,days_since_last_visit,lifecycle_stage
96,2024-06-07 00:00:00,paid_search,balanced,,,0,2024-11-12 21:00:00,138,dormant
97,2024-06-29 00:00:00,social,balanced,,,0,2024-07-29 11:00:00,244,dormant
98,2024-12-25 00:00:00,social,cautious,,,0,2025-03-31 16:00:00,0,registered_only
99,2024-11-14 00:00:00,referral,cautious,2024-11-25 10:00:00,,0,2025-03-31 08:00:00,0,opened_not_invested
100,2024-06-03 00:00:00,paid_search,balanced,,,0,2024-10-18 16:00:00,163,dormant
101,2024-06-06 00:00:00,organic,balanced,2024-06-13 10:00:00,,0,2024-10-25 17:00:00,156,dormant
102,2024-08-04 00:00:00,referral,balanced,,,0,,239,dormant
103,2024-08-18 00:00:00,social,cautious,,,0,,225,dormant
104,2024-05-02 00:00:00,referral,cautious,2024-05-07 10:00:00,,0,2024-11-25 14:00:00,125,dormant
105,2024-02-26 00:00:00,social,balanced,,,0,2025-01-15 17:00:00,74,dormant
106,2024-12-30 00:00:00,social,balanced,2024-12-31 10:00:00,,0,2025-03-31 19:00:00,0,opened_not_invested
107,2024-06-15 00:00:00,referral,cautious,,,0,2024-08-09 10:00:00,233,dormant
108,2024-04-12 00:00:00,organic,balanced,2024-04-16 10:00:00,,0,2024-10-10 11:00:00,171,dormant
109,2024-09-27 00:00:00,paid_search,cautious,,,0,2025-01-01 14:00:00,88,dormant
110,2024-08-23 00:00:00,referral,balanced,,,0,2024-11-07 21:00:00,143,dormant
111,2024-08-15 00:00:00,social,balanced,,,0,2024-08-31 17:00:00,211,dormant
112,2024-08-18 00:00:00,social,balanced,,,0,2024-10-06 07:00:00,175,dormant
113,2024-12-01 00:00:00,paid_search,aggressive,,,0,2025-02-15 16:00:00,43,registered_only
114,2024-08-28 00:00:00,organic,cautious,2024-08-30 10:00:00,2024-09-06 14:00:00,2,2025-03-17 17:00:00,13,repeat_active
115,2024-02-08 00:00:00,referral,aggressive,,,0,,417,dormant
116,2024-08-15 00:00:00,paid_search,cautious,,,0,2025-01-05 18:00:00,84,dormant
117,2024-11-11 00:00:00,organic,aggressive,,,0,2025-01-03 19:00:00,86,dormant
118,2024-06-17 00:00:00,organic,balanced,,,0,2024-11-07 07:00:00,143,dormant
119,2024-11-16 00:00:00,organic,balanced,,,0,2025-03-31 17:00:00,0,registered_only
120,2024-03-29 00:00:00,organic,cautious,2024-04-03 10:00:00,,0,2025-02-02 20:00:00,56,opened_not_invested
121,2024-05-25 00:00:00,paid_search,aggressive,,,0,2025-03-26 14:00:00,4,registered_only
122,2024-03-06 00:00:00,paid_search,cautious,,,0,2024-06-04 07:00:00,299,dormant
123,2024-08-30 00:00:00,social,balanced,,,0,2025-01-06 20:00:00,83,dormant
124,2024-09-30 00:00:00,organic,balanced,,,0,2024-11-05 12:00:00,145,dormant
125,2024-07-09 00:00:00,organic,cautious,,,0,2024-11-26 19:00:00,124,dormant
126,2024-08-23 00:00:00,social,aggressive,,,0,,220,dormant
127,2024-06-21 00:00:00,paid_search,aggressive,2024-06-23 10:00:00,,0,2025-03-02 20:00:00,28,opened_not_invested
128,2024-08-13 00:00:00,paid_search,aggressive,,,0,2025-03-03 09:00:00,27,registered_only
129,2024-06-09 00:00:00,paid_search,aggressive,,,0,2024-07-31 20:00:00,242,dormant
130,2024-04-24 00:00:00,social,balanced,,,0,2024-12-17 11:00:00,103,dormant
131,2024-04-27 00:00:00,organic,cautious,,,0,2024-08-01 19:00:00,241,dormant
132,2024-02-25 00:00:00,organic,balanced,,,0,2024-04-10 10:00:00,354,dormant
133,2024-07-07 00:00:00,paid_search,cautious,,,0,,267,dormant
134,2024-03-23 00:00:00,social,cautious,,,0,2024-11-11 08:00:00,139,dormant
135,2024-04-11 00:00:00,social,aggressive,,,0,2024-05-09 08:00:00,325,dormant
136,2024-12-26 00:00:00,organic,cautious,2025-01-03 10:00:00,2025-01-10 14:00:00,2,2025-03-31 22:00:00,0,repeat_active
137,2024-01-28 00:00:00,organic,balanced,,,0,2024-09-16 09:00:00,195,dormant
138,2024-06-19 00:00:00,bank_partner,balanced,,,0,2024-12-20 13:00:00,100,dormant
139,2024-06-16 00:00:00,organic,cautious,,,0,2024-09-02 20:00:00,209,dormant
140,2024-10-12 00:00:00,referral,balanced,,,0,2025-01-24 18:00:00,65,dormant
141,2024-07-17 00:00:00,social,balanced,,,0,2024-09-17 16:00:00,194,dormant
142,2024-06-10 00:00:00,paid_search,aggressive,,,0,,294,dormant
143,2024-05-09 00:00:00,organic,aggressive,,,0,2024-09-04 20:00:00,207,dormant
144,2024-11-17 00:00:00,organic,cautious,2024-11-24 10:00:00,,0,2025-03-31 13:00:00,0,opened_not_invested
145,2024-10-28 00:00:00,paid_search,balanced,,,0,2024-10-28 22:00:00,153,dormant
146,2024-02-26 00:00:00,paid_search,balanced,,,0,2024-08-13 07:00:00,229,dormant
147,2024-02-16 00:00:00,organic,cautious,,,0,2024-09-18 09:00:00,193,dormant
148,2024-11-18 00:00:00,organic,balanced,,,0,2025-03-21 19:00:00,9,registered_only
149,2024-01-06 00:00:00,paid_search,balanced,,,0,2024-05-24 21:00:00,310,dormant
150,2024-03-23 00:00:00,organic,balanced,2024-03-25 10:00:00,,0,2024-12-12 08:00:00,108,dormant
151,2024-10-08 00:00:00,social,balanced,,,0,2024-10-12 08:00:00,169,dormant
152,2024-07-30 00:00:00,social,cautious,,,0,2024-12-10 15:00:00,110,dormant
153,2024-09-16 00:00:00,referral,balanced,2024-09-23 10:00:00,2024-10-09 14:00:00,3,2024-12-07 11:00:00,113,dormant
154,2024-04-06 00:00:00,bank_partner,balanced,,,0,2024-05-14 22:00:00,320,dormant
155,2024-11-03 00:00:00,social,aggressive,,,0,,148,dormant
156,2024-04-03 00:00:00,referral,aggressive,,,0,2024-05-10 14:00:00,324,dormant
157,2024-05-01 00:00:00,referral,balanced,,,0,2025-02-24 21:00:00,34,registered_only
158,2024-05-23 00:00:00,referral,cautious,,,0,2024-12-20 12:00:00,100,dormant
159,2024-06-03 00:00:00,paid_search,cautious,,,0,2025-02-20 13:00:00,38,registered_only
160,2024-01-15 00:00:00,organic,cautious,2024-01-22 10:00:00,,0,2024-07-14 17:00:00,259,dormant
161,2024-03-14 00:00:00,organic,aggressive,,,0,2024-07-29 18:00:00,244,dormant
162,2024-02-23 00:00:00,paid_search,cautious,,,0,2024-02-24 22:00:00,400,dormant
163,2024-10-24 00:00:00,organic,aggressive,,,0,2025-01-26 15:00:00,63,dormant
164,2024-11-05 00:00:00,organic,aggressive,,,0,2024-12-26 21:00:00,94,dormant
165,2024-01-01 00:00:00,paid_search,cautious,,,0,2024-05-16 11:00:00,318,dormant
166,2024-02-13 00:00:00,social,balanced,,,0,,412,dormant
167,2024-04-07 00:00:00,referral,cautious,,,0,2024-09-21 09:00:00,190,dormant
168,2024-08-21 00:00:00,organic,balanced,,,0,2024-12-16 09:00:00,104,dormant
169,2024-06-24 00:00:00,referral,balanced,2024-06-26 10:00:00,2024-07-13 14:00:00,1,2024-09-27 21:00:00,184,dormant
170,2024-09-07 00:00:00,referral,aggressive,2024-09-12 10:00:00,2024-09-21 14:00:00,4,2024-10-17 21:00:00,164,dormant
171,2024-10-17 00:00:00,bank_partner,cautious,,,0,2025-03-31 21:00:00,0,registered_only
172,2024-10-24 00:00:00,social,balanced,,,0,2025-02-24 09:00:00,34,registered_only
173,2024-01-07 00:00:00,organic,cautious,2024-01-14 10:00:00,,0,2025-02-25 15:00:00,33,opened_not_invested
174,2024-12-31 00:00:00,bank_partner,cautious,2025-01-11 10:00:00,,0,2025-02-25 21:00:00,33,opened_not_invested
175,2024-08-15 00:00:00,organic,balanced,,,0,2024-10-29 12:00:00,152,dormant
176,2024-04-02 00:00:00,paid_search,cautious,2024-04-04 10:00:00,,0,2025-02-07 08:00:00,51,opened_not_invested
177,2024-10-09 00:00:00,paid_search,cautious,,,0,2024-10-26 14:00:00,155,dormant
178,2024-09-07 00:00:00,paid_search,balanced,2024-09-16 10:00:00,,0,2024-10-25 16:00:00,156,dormant
179,2024-12-30 00:00:00,social,cautious,2025-01-15 10:00:00,2025-01-26 14:00:00,3,2025-03-31 14:00:00,0,repeat_active
180,2024-10-10 00:00:00,social,aggressive,,,0,2024-10-15 09:00:00,166,dormant
181,2024-05-24 00:00:00,social,balanced,,,0,2024-07-10 22:00:00,263,dormant
182,2024-05-03 00:00:00,referral,cautious,,,0,2025-03-31 08:00:00,0,registered_only
183,2024-10-18 00:00:00,referral,balanced,,,0,2024-11-29 11:00:00,121,dormant
184,2024-08-04 00:00:00,social,cautious,,,0,2024-08-10 12:00:00,232,dormant
185,2024-03-05 00:00:00,paid_search,cautious,,,0,2024-06-07 14:00:00,296,dormant
186,2024-12-24 00:00:00,social,cautious,2024-12-29 10:00:00,,0,2025-02-07 16:00:00,51,opened_not_invested
187,2024-05-20 00:00:00,organic,balanced,,,0,2024-12-30 14:00:00,90,dormant
188,2024-12-30 00:00:00,social,balanced,2025-01-02 10:00:00,,0,2025-03-16 10:00:00,14,opened_not_invested
189,2024-09-17 00:00:00,bank_partner,balanced,2024-09-20 10:00:00,,0,2025-02-22 15:00:00,36,opened_not_invested
190,2024-07-27 00:00:00,organic,balanced,2024-08-02 10:00:00,2024-08-13 14:00:00,1,2024-12-30 19:00:00,90,dormant
191,2024-11-30 00:00:00,referral,cautious,,,0,,121,dormant
192,2024-07-11 00:00:00,social,cautious,,,0,2024-10-12 21:00:00,169,dormant
193,2024-05-26 00:00:00,organic,balanced,2024-06-03 10:00:00,,0,,309,dormant
194,2024-04-02 00:00:00,organic,balanced,,,0,2024-08-27 15:00:00,215,dormant
195,2024-09-17 00:00:00,organic,balanced,,,0,2025-03-27 22:00:00,3,registered_only
196,2024-07-30 00:00:00,organic,balanced,,,0,2025-03-20 15:00:00,10,registered_only
197,2024-07-14 00:00:00,organic,balanced,,,0,,260,dormant
198,2024-01-31 00:00:00,paid_search,balanced,,,0,2024-10-20 14:00:00,161,dormant
199,2024-11-13 00:00:00,social,balanced,2024-11-18 10:00:00,,0,2025-01-14 21:00:00,75,dormant
200,2024-09-19 00:00:00,organic,aggressive,,,0,2025-01-06 20:00:00,83,dormant
201,2024-05-25 00:00:00,bank_partner,balanced,,,0,2024-08-18 17:00:00,224,dormant
202,2024-12-22 00:00:00,bank_partner,balanced,,,0,2025-03-21 21:00:00,9,registered_only
203,2024-11-02 00:00:00,organic,balanced,2024-11-04 10:00:00,2024-11-29 14:00:00,2,2025-03-31 21:00:00,0,repeat_active
204,2024-12-26 00:00:00,social,aggressive,,,0,2025-03-31 15:00:00,0,registered_only
205,2024-05-22 00:00:00,bank_partner,balanced,2024-05-25 10:00:00,2024-06-01 14:00:00,6,2024-07-14 13:00:00,259,dormant
206,2024-08-17 00:00:00,paid_search,aggressive,,,0,2024-11-11 08:00:00,139,dormant
207,2024-02-28 00:00:00,organic,balanced,,,0,2024-04-01 18:00:00,363,dormant
208,2024-03-11 00:00:00,organic,cautious,,,0,2025-01-13 15:00:00,76,dormant
209,2024-01-25 00:00:00,paid_search,cautious,,,0,2024-05-29 09:00:00,305,dormant
210,2024-03-31 00:00:00,referral,cautious,,,0,2024-05-10 19:00:00,324,dormant
211,2024-05-11 00:00:00,referral,cautious,,,0,2024-10-01 08:00:00,180,dormant
212,2024-02-21 00:00:00,organic,balanced,,,0,2025-01-02 15:00:00,87,dormant
213,2024-10-20 00:00:00,paid_search,balanced,,,0,2025-01-04 14:00:00,85,dormant
214,2024-05-21 00:00:00,organic,cautious,,,0,2024-05-22 19:00:00,312,dormant
215,2024-07-26 00:00:00,organic,balanced,2024-08-08 10:00:00,,0,2025-02-09 08:00:00,49,opened_not_invested
216,2024-07-26 00:00:00,paid_search,cautious,2024-07-28 10:00:00,,0,2025-02-01 11:00:00,57,opened_not_invested
217,2024-05-22 00:00:00,bank_partner,cautious,2024-05-24 10:00:00,,0,2024-10-28 18:00:00,153,dormant
218,2024-02-09 00:00:00,organic,balanced,2024-02-21 10:00:00,,0,2025-02-11 13:00:00,47,opened_not_invested
219,2024-05-10 00:00:00,social,balanced,,,0,2025-03-03 17:00:00,27,registered_only
220,2024-05-19 00:00:00,organic,aggressive,2024-05-21 10:00:00,2024-05-24 14:00:00,3,2024-07-28 21:00:00,245,dormant
221,2024-12-01 00:00:00,organic,balanced,2024-12-08 10:00:00,2024-12-12 14:00:00,1,2025-03-24 20:00:00,6,first_invest_active
222,2024-12-06 00:00:00,bank_partner,cautious,2024-12-09 10:00:00,,0,2025-03-10 10:00:00,20,opened_not_invested
223,2024-12-19 00:00:00,paid_search,cautious,2024-12-26 10:00:00,2024-12-31 14:00:00,1,2025-02-01 10:00:00,57,first_invest_active
224,2024-06-01 00:00:00,paid_search,aggressive,2024-06-08 10:00:00,,0,2024-10-09 07:00:00,172,dormant
225,2024-09-28 00:00:00,paid_search,balanced,,,0,2025-01-30 09:00:00,59,registered_only
226,2024-04-10 00:00:00,paid_search,aggressive,,,0,2024-05-24 09:00:00,310,dormant
227,2024-03-13 00:00:00,bank_partner,balanced,2024-03-18 10:00:00,,0,2025-02-26 12:00:00,32,opened_not_invested
228,2024-05-16 00:00:00,organic,cautious,,,0,2025-02-18 11:00:00,40,registered_only
229,2024-08-08 00:00:00,organic,aggressive,,,0,2024-08-24 10:00:00,218,dormant
230,2024-07-15 00:00:00,referral,balanced,,,0,2024-08-19 21:00:00,223,dormant
231,2024-07-13 00:00:00,referral,balanced,,,0,2024-11-12 08:00:00,138,dormant
232,2024-06-08 00:00:00,paid_search,aggressive,,,0,2024-12-24 10:00:00,96,dormant
233,2024-06-04 00:00:00,referral,balanced,,,0,2024-08-24 19:00:00,218,dormant
234,2024-04-13 00:00:00,organic,balanced,,,0,2024-04-16 14:00:00,348,dormant
235,2024-12-26 00:00:00,organic,balanced,2025-01-04 10:00:00,,0,2025-01-16 08:00:00,73,dormant
236,2024-07-01 00:00:00,paid_search,aggressive,,,0,2024-07-01 14:00:00,272,dormant
237,2024-06-27 00:00:00,organic,balanced,,,0,,277,dormant
238,2024-12-29 00:00:00,paid_search,cautious,,,0,2025-02-24 20:00:00,34,registered_only
239,2024-01-17 00:00:00,social,balanced,,,0,2024-08-14 13:00:00,228,dormant
240,2024-07-13 00:00:00,organic,cautious,,,0,2024-08-27 18:00:00,215,dormant
241,2024-08-17 00:00:00,referral,cautious,2024-08-23 10:00:00,2024-08-31 14:00:00,2,2024-11-08 18:00:00,142,dormant
242,2024-02-14 00:00:00,organic,balanced,2024-02-21 10:00:00,2024-02-27 14:00:00,1,2025-01-17 22:00:00,72,dormant
243,2024-02-06 00:00:00,paid_search,aggressive,,,0,2024-08-08 19:00:00,234,dormant
244,2024-08-29 00:00:00,organic,aggressive,2024-09-19 10:00:00,,0,2025-02-06 12:00:00,52,opened_not_invested
245,2024-04-27 00:00:00,organic,aggressive,,,0,2024-10-01 17:00:00,180,dormant
246,2024-11-17 00:00:00,organic,balanced,2024-11-19 10:00:00,2024-12-05 14:00:00,3,2025-03-31 17:00:00,0,repeat_active
247,2024-07-01 00:00:00,referral,cautious,,,0,2025-01-17 13:00:00,72,dormant
248,2024-06-29 00:00:00,paid_search,balanced,,,0,2024-07-03 19:00:00,270,dormant
249,2024-11-07 00:00:00,organic,balanced,2024-11-09 10:00:00,,0,2024-11-13 16:00:00,137,dormant
250,2024-02-21 00:00:00,bank_partner,balanced,,,0,2024-04-27 09:00:00,337,dormant
251,2024-05-23 00:00:00,paid_search,aggressive,,,0,2024-09-06 15:00:00,205,dormant
252,2024-07-24 00:00:00,organic,cautious,2024-08-06 10:00:00,,0,2025-01-21 18:00:00,68,dormant
253,2024-05-17 00:00:00,organic,cautious,,,0,2024-10-03 07:00:00,178,dormant
254,2024-11-21 00:00:00,paid_search,cautious,2024-11-29 10:00:00,,0,2025-03-31 15:00:00,0,opened_not_invested
255,2024-12-07 00:00:00,referral,cautious,,,0,,114,dormant
256,2024-09-21 00:00:00,paid_search,balanced,,,0,2025-03-31 13:00:00,0,registered_only
257,2024-03-19 00:00:00,social,cautious,,,0,2024-04-13 17:00:00,351,dormant
258,2024-11-11 00:00:00,bank_partner,aggressive,2024-11-15 10:00:00,,0,2025-03-31 14:00:00,0,opened_not_invested
259,2024-10-27 00:00:00,organic,balanced,,,0,2024-11-09 09:00:00,141,dormant
260,2024-01-09 00:00:00,organic,cautious,,,0,,447,dormant
261,2024-01-04 00:00:00,organic,cautious,,,0,2024-03-31 15:00:00,364,dormant
262,2024-09-04 00:00:00,referral,aggressive,,,0,2025-03-27 13:00:00,3,registered_only
263,2024-01-28 00:00:00,bank_partner,balanced,2024-02-03 10:00:00,,0,2024-10-15 14:00:00,166,dormant
264,2024-09-03 00:00:00,organic,cautious,2024-09-13 10:00:00,,0,2024-11-04 13:00:00,146,dormant
265,2024-02-08 00:00:00,bank_partner,balanced,,,0,2024-04-14 19:00:00,350,dormant
266,2024-08-22 00:00:00,social,cautious,,,0,2024-11-14 07:00:00,136,dormant
267,2024-05-10 00:00:00,organic,balanced,,,0,2024-05-16 15:00:00,318,dormant
268,2024-04-16 00:00:00,bank_partner,balanced,,,0,2025-03-04 11:00:00,26,registered_only
269,2024-12-18 00:00:00,paid_search,balanced,2024-12-20 10:00:00,2024-12-30 14:00:00,2,2025-02-26 12:00:00,32,repeat_active
270,2024-07-26 00:00:00,paid_search,balanced,,,0,2024-09-15 10:00:00,196,dormant
271,2024-01-28 00:00:00,paid_search,aggressive,,,0,2024-02-09 07:00:00,415,dormant
272,2024-09-27 00:00:00,bank_partner,cautious,,,0,2025-01-29 20:00:00,60,dormant
273,2024-12-03 00:00:00,paid_search,aggressive,,,0,2025-03-31 11:00:00,0,registered_only
274,2024-10-30 00:00:00,referral,cautious,,,0,2025-03-31 08:00:00,0,registered_only
275,2024-09-04 00:00:00,referral,cautious,2024-09-25 10:00:00,,0,2025-02-03 18:00:00,55,opened_not_invested
